config,radius,periodic,hidden_side,best_mse,best_accuracy,best_epoch,best_min_margin,best_margin_epoch,first_all_correct_epoch,run_dir
h8_r1_open,1,false,8,1.0458503,0.75,1,-0.21664953,1,-1,ext/IsingLearning/experiments/XOR/runs/_smoke_local_checkerboard_two_class\h8_r1_open
