name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale
4x4_nn5_out4_T0.003_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.7881277239336417,0.5,4000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_002111/01_4x4_nn5_out4_T0.003_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.003,0.12,0.5,0.001,4,1000,1000,2,0.4,0.2,0.4
4x4_nn5_out4_T0.003_eta0.16_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.7360972762202227,0.5,2400,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_002111/02_4x4_nn5_out4_T0.003_eta0.16_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.003,0.16,0.5,0.001,4,1000,1000,2,0.4,0.2,0.4
4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.7479952106018075,0.5,800,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_002111/03_4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,0.5,0.001,4,1000,1000,2,0.4,0.2,0.4
4x4_nn5_out4_T0.001_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.8515158903899698,0.5,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_002111/04_4x4_nn5_out4_T0.001_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.001,0.12,0.5,0.001,4,1000,1000,2,0.4,0.2,0.4
4x4_nn5_out4_T0.001_eta0.12_b1.0_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.7721659790040116,0.5,1600,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_002111/05_4x4_nn5_out4_T0.001_eta0.12_b1.0_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.001,0.12,1.0,0.001,4,1000,1000,2,0.4,0.2,0.4
4x4_nn5_out4_T0.001_eta0.12_b0.5_lr0.0005_m4_f1000_n1000_is0.4_hs0.2_os0.8,1.751024131675405,0.5,3200,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_002111/06_4x4_nn5_out4_T0.001_eta0.12_b0.5_lr0.0005_m4_f1000_n1000_is0.4_hs0.2_os0.8,4,4,5,0.001,0.12,0.5,0.0005,4,1000,1000,2,0.4,0.2,0.8
