accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.848068970817273
0.5,1,0.9923920201515158,1.852852806586345
0.5,300,1.0683261187810804,1.8597242270961072
0.5,600,0.6827953815509638,1.8796883197777938
0.5,900,0.9651889862187844,1.8638799690574182
0.5,1200,0.7220504783230354,1.8639066614645539
0.5,1500,0.6474314283467458,1.8783893231123252
0.5,1800,0.9191557262758384,1.8768844192740621
0.5,2100,0.9393302389318098,1.8776967499468753
0.5,2400,0.7905603138553821,1.8748057645560454
0.5,2700,0.8743878656278623,1.8737184142727838
0.5,3000,0.3572743457941245,1.8609525650335048
