config,epoch,score_10,response_norm,score_11,std_11,mse,grad_norm,score_00,std_01,std_00,min_margin,score_01,accuracy,std_10,param_delta
metro_oldrecipe_input_kick,0,0.0,0.0,-0.46875,0.125,0.961181640625,0.0,0.0,0.4472135954999579,0.5163977794943222,0.0,-0.25,0.5,0.5163977794943222,0.0
metro_oldrecipe_input_kick,1,0.0625,0.20155308695461427,-0.46875,0.125,0.892822265625,1.1103648752774917,0.1875,0.5163977794943222,0.47871355387816905,0.0,0.0,0.5,0.51234753829798,0.044440967370210034
metro_oldrecipe_input_kick,100,0.3125,0.10670539975878256,-0.5,0.0,0.716796875,0.9695057535930357,-0.0625,0.5,0.51234753829798,0.0625,-0.125,0.75,0.4031128874149275,0.6368997532851394
metro_oldrecipe_input_kick,200,0.1875,0.05412658773652741,-0.5,0.0,0.7998046875,0.9882117688026185,-0.0625,0.47871355387816905,0.51234753829798,0.0625,-0.1875,0.75,0.47871355387816905,0.7661160567073972
metro_oldrecipe_input_kick,300,0.4375,0.10702362963777855,-0.5,0.0,0.685546875,0.8838834764831844,-0.125,0.47871355387816905,0.5,0.125,-0.1875,0.75,0.25,0.7915846034484433
metro_oldrecipe_input_kick,400,0.125,0.08118988160479111,-0.5,0.0,0.9267578125,0.33145630368119416,0.0625,0.4472135954999579,0.51234753829798,0.0625,-0.25,0.5,0.5,1.0516547465467478
metro_oldrecipe_input_kick,500,0.3125,0.07216878364870322,-0.5,0.0,0.849609375,0.0,0.125,0.47871355387816905,0.5,0.125,-0.1875,0.5,0.4031128874149275,1.00126815445645
metro_oldrecipe_input_kick,600,0.1875,0.009021097956087902,-0.5,0.0,0.763671875,0.33145630368119416,-0.0625,0.5,0.51234753829798,0.0625,-0.125,0.75,0.47871355387816905,1.0636457202519005
metro_oldrecipe_input_kick,700,0.3125,0.049292195912175804,-0.4375,0.25,0.71484375,0.0,-0.1875,0.47871355387816905,0.47871355387816905,0.1875,-0.1875,0.75,0.4031128874149275,0.9955658038916075
metro_oldrecipe_input_kick,800,0.1875,0.049160380780343314,-0.375,0.3415650255319866,0.806640625,0.8341467384399461,-0.125,0.47871355387816905,0.5,0.125,-0.1875,0.75,0.47871355387816905,1.0000512503218226
metro_oldrecipe_input_kick,900,0.5,0.0,-0.5,0.0,0.7470703125,0.0,-0.125,0.4031128874149275,0.5,0.125,-0.3125,0.75,0.0,1.229089001502132
metro_oldrecipe_input_kick,1000,0.5,0.09923207751696694,-0.5,0.0,0.8916015625,0.8043461047646094,0.0,0.25,0.5163977794943222,0.0,-0.4375,0.75,0.0,1.548231479337479
