timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,symmetry_error,grad_symmetry_error,attractor_samples,reward_mean,reward_std,best_accuracy,best_path,final_path
2026-06-09T13:17:16,0,0.0,0.1,64.15163,0.0,69.85793,0-5-0-1-0-0-3-1-0-0,0.5,0.0,1.5314544,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,ext/IsingLearning/experiments/MNIST/784-120-40-reinforce-minima-fixes/experiments/current/early_stop_smoke\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/784-120-40-reinforce-minima-fixes/experiments/current/early_stop_smoke\final_checkpoint.bin
