timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,attractor_samples,reward_mean,reward_std,transition_weight_mean,transition_weight_std,transition_relative_mean,transition_relative_std,transition_acceptance_rate,transition_accepted_mean,transition_attempted_mean,best_accuracy,best_path,final_path
2026-06-08T21:55:11,0,0.0,0.1,54.6932,0.1,50.59811,3-3-1-0-1-0-0-0-1-1,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_batch_baseline_transition_fixed\best_checkpoint.bin,
2026-06-08T21:55:23,1,11.065864,0.1,54.66308,0.2,55.02317,1-4-0-0-0-1-1-1-0-2,0.678755,0.059590686,1.816133,0.7890613,0.38145375,3.244974,10,-2.2042189,0.124679156,1.0,0.0,1.0000434,0.0013810679,1.0,3.0,3.0,0.2,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_batch_baseline_transition_fixed\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_batch_baseline_transition_fixed\final_checkpoint.bin
