epoch,mse,output_mse,spin_score_mse,accuracy,all_correct,min_margin,mean_margin,scores,spin_scores,predictions,outputs
0,0.9375,1.0989425307035838,1.0511420621329535,0.5,false,-0.5,0.125,0.5|0.5|0.5|0.0,0.1599|0.0979|0.052|0.0708,1.0|1.0|1.0|1.0,0.0782|-0.37|0.5268|0.4045|0.013|0.2342|0.0227|0.1215|-0.0259|0.1068|-0.1536|0.2806|-0.06|-0.1068|0.0651|0.3849
1,0.875,1.0616066781835543,1.0261742816671058,0.75,false,-0.5,0.25,0.5|0.0|0.5|-1.0,0.1755|-0.0056|0.0504|-0.1,1.0|1.0|1.0|-1.0,0.2048|0.1516|0.3447|0.0009|-0.1756|0.1759|-0.0234|0.0009|0.1983|0.0724|-0.0085|-0.0607|-0.4304|-0.0155|-0.3372|0.3831
