config,radius,periodic,hidden_side,best_mse,best_accuracy,best_epoch,best_min_margin,best_margin_epoch,first_all_correct_epoch,run_dir
h8_r8_open,8,false,8,0.8304481,1.0,30,0.022232115,30,30,ext/IsingLearning/experiments/XOR/runs/local_checkerboard_pattern_block_h8h16_r8r9_e80\h8_r8_open
h8_r9_open,9,false,8,0.9067187,0.75,30,-0.008028924,30,-1,ext/IsingLearning/experiments/XOR/runs/local_checkerboard_pattern_block_h8h16_r8r9_e80\h8_r9_open
h16_r8_open,8,false,16,0.9132068,0.75,20,-0.02573359,0,-1,ext/IsingLearning/experiments/XOR/runs/local_checkerboard_pattern_block_h8h16_r8r9_e80\h16_r8_open
h16_r9_open,9,false,16,0.7615843,1.0,30,0.085692346,30,30,ext/IsingLearning/experiments/XOR/runs/local_checkerboard_pattern_block_h8h16_r8r9_e80\h16_r9_open
