fullsweeps,meanabs,frac_09,frac_099,frac_mid,dH_rms,residual_rms,energy,readout_abs
0,0.515388493626,0.0875,0.0125,0.41875,0.599668731073,0.489243903358,-0.144065535571,0.351194492605
100,0.518948179809,0.09375,0.0125,0.43125,0.603440861306,0.465660365531,-0.942732289629,0.357894638568
200,0.531309633279,0.09375,0.0375,0.425,0.612714990376,0.441230004981,-1.71450752398,0.366142644798
300,0.54493444237,0.10625,0.06875,0.43125,0.623368953885,0.417974325488,-2.39161848286,0.378669725612
400,0.558273638257,0.14375,0.075,0.4125,0.634794458404,0.399474811099,-2.98005353008,0.38752499524
500,0.572567770768,0.20625,0.09375,0.4125,0.646745563296,0.383735822733,-3.49829626327,0.397280756468
600,0.585057479175,0.225,0.1375,0.40625,0.656742606005,0.372979112053,-3.89030648738,0.40635826924
700,0.594027649545,0.25,0.1625,0.39375,0.663314010317,0.364385889505,-4.13615485684,0.411718066475
800,0.600645411965,0.25,0.18125,0.38125,0.668165977344,0.357766800396,-4.32080181045,0.413583870133
900,0.604409436047,0.25625,0.18125,0.38125,0.671128699894,0.354056521426,-4.44187169552,0.4154527601
1000,0.608320254761,0.26875,0.19375,0.375,0.673953966787,0.350941861714,-4.55539123179,0.417687635434
1100,0.612285429921,0.26875,0.2,0.36875,0.676290233102,0.348702394049,-4.6583906882,0.420884167173
1200,0.61531410356,0.28125,0.20625,0.36875,0.677731158622,0.347393318066,-4.7240101921,0.424378592395
1300,0.617285389657,0.2875,0.21875,0.36875,0.678744490339,0.346402167964,-4.77828723309,0.426880302257
1400,0.618056235237,0.2875,0.23125,0.3625,0.679400681837,0.345843653139,-4.81176553603,0.42729244716
1500,0.619021100528,0.2875,0.23125,0.3625,0.679928548095,0.345413466612,-4.84172798694,0.427453243854
1600,0.619961610238,0.2875,0.23125,0.35625,0.680506108284,0.344693541559,-4.87167312532,0.428216675325
1700,0.620846939212,0.29375,0.2375,0.35625,0.68108961234,0.343850191072,-4.90473857374,0.428792139071
1800,0.621647878614,0.3,0.2375,0.35625,0.681722776477,0.343184713663,-4.93343634654,0.429183701518
1900,0.622698408429,0.3,0.24375,0.35625,0.682512092236,0.342389036618,-4.96731453736,0.429346242884
2000,0.623484568391,0.3,0.25,0.35,0.683107754225,0.341756518688,-4.99168644505,0.429629747266
