accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,1,0.6592731051478867,0.4542770722910947,-0.651230039642463,-0.4638155618087132,0.4542770722910947,0.5135631433054376,1.2132708467102433,0.5805530858800474,split,0.229553875323839,0.5546463838095183,0.5461247427599378,0.40207706401856314
0.5,300,0.6336991868847701,0.25389440988333295,-0.5880673471240303,-0.5029282304580547,0.42856569796250416,0.25389440988333295,1.0818175322737413,0.6642559151023144,split,0.45943100921998203,0.4321775644825998,0.5300496764033023,0.6749414284721761
0.5,600,0.4743609527494095,0.2083668630898302,-0.684587575861226,-0.5386256127064851,0.6322756118839467,0.2083668630898302,1.015556368701597,0.6051246999687443,split,0.18615585321895625,0.47144397828404444,0.26385859619532465,0.48192938152665094
0.5,900,0.46149394896902624,0.12087393891101013,-0.741541933097882,-0.12087393891101013,0.7662564677601188,0.6635017660333175,1.0362582809341512,0.5615104543716262,split,0.23358471765484654,0.7519210299897559,0.18002147559572737,0.2752605924753002
0.75,1200,0.4306433161377761,0.6321720076866668,-0.7232241840759128,0.6321720076866668,0.7833043852129223,0.703519418976495,0.7902094211269165,0.6732356801741999,split,0.21079481480176912,0.29176523361186335,0.18069192199148457,0.1739444777650398
0.75,1500,0.28423404874950425,0.6919866677109981,-0.7359130514680262,0.6919866677109981,0.7313224617907063,0.7519389479810984,0.8265229565610073,0.3345402838051064,split,0.2097917035102479,0.2587389272998766,0.17910454827341768,0.19313865252162463
0.75,1800,0.3338683894554016,0.6695070232079864,-0.7783059226792544,0.6695070232079864,0.7796559895123473,0.7512299217576013,0.8184328983612151,0.5550935642350346,split,0.17106602223092016,0.19743848872750625,0.15470106526698982,0.1795891632905269
0.75,2100,0.2993975548735938,0.7291885565938162,-0.7857252658178201,0.7291885565938162,0.7775229790400049,0.7500595169034957,0.8078642092870789,0.40934833160407247,split,0.21010148869230594,0.19555872228713414,0.17039609423570057,0.18389509648774802
0.75,2400,0.3838228346829725,0.6771013182517355,-0.6771013182517355,0.7510772290828048,0.7331891990079383,0.6812758350472355,0.7660256353989165,0.3038967365021823,split,0.1941319811864951,0.12451926591663318,0.1783497455693152,0.28476350167590603
0.75,2700,0.3813742812693878,0.7062821242361798,-0.7374505807302847,0.7241433476874614,0.7684975637075726,0.7062821242361798,0.7775052889203014,0.3730180274307594,split,0.218228162353409,0.20552664703111073,0.22531672581174628,0.17651401323874413
0.75,3000,0.24485659240581953,0.7166028633998175,-0.7166028633998175,0.7800693234123202,0.7360398986354509,0.7429766037340083,0.8090814539535045,0.5359356674395388,split,0.27422538645464745,0.15350219770385323,0.2387751639510709,0.1768449084592578
