accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.7239736532910948
0.5,1,1.9266603270633953,1.7063353792762133
0.4921875,300,0.02921699278295773,1.1074702940949395
0.5234375,600,0.054610925113599856,1.0758675928497616
0.484375,900,0.02874086576595872,1.1248760544782423
0.46875,1200,0.05664028382925348,1.0974770833595937
0.4921875,1500,0.03328082202592418,1.0646090083427762
0.4453125,1800,0.03386765339723177,1.1183190224654844
0.5,2100,0.03477610056186648,1.0171106581071105
0.5078125,2400,0.027317693102095513,1.022553733055431
0.5390625,2700,0.05582698205498459,1.054367312192888
0.5234375,3000,0.03452737060059481,1.0778622244390854
