accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.39968133765722164,-0.9031152835973817,-0.7610918995946224,0.6366361411005488,0.39968133765722164,1.3004931170076053,0.0,split,0.2796173947765999,0.48384134256496647,0.6801917360151628,0.8599627302527516
0.5,1,0.27836896416941426,0.33974553258372464,-0.8147739297116473,-0.7118511873354754,0.652752367141862,0.33974553258372464,1.2200605488249927,0.7458902174850157,split,0.41376476655748556,0.5314347750039627,0.6592382653105002,0.8622559532482587
0.75,100,0.13400076288321372,0.5052245335994462,-0.8342497701127581,0.5052245335994462,0.7737124810351234,0.9406191966709341,1.022371202146645,0.5033794924938881,split,0.4560339400422461,0.7973770375400931,0.5708161058143637,0.04495617370522482
0.75,200,0.12692819792223348,0.4207769810457203,-0.8829115845048596,0.4207769810457203,0.7765718761993383,0.9501075269172119,1.0505121239434803,0.45295986554749684,split,0.34464312109881884,0.8697907107477623,0.5703434558533745,0.047997784337308474
0.75,300,0.0438199730191386,0.8104229508916743,-0.8923294003752182,0.8104229508916743,0.8329064445773094,0.9457023700562557,0.9653025961696268,0.3302197877568574,split,0.3371880729080141,0.4831375163103484,0.4709832521835199,0.03705123674062208
0.75,400,0.09103840512427722,0.5895100892613959,-0.9403932130579605,0.5895100892613959,0.9478131729530014,0.9538901872324108,0.9981163161370198,0.4348844150104734,split,0.04367986463564324,0.7542900074329852,0.03575915618988513,0.034480154110487674
0.75,500,0.06725142628389613,0.8915297430883227,-0.8915297430883227,0.921476355441613,0.9453167211513707,0.9376647312532509,0.9438666577793968,0.32823350778129573,split,0.342987829290194,0.16383669717205923,0.03791467101579813,0.03926620811203243
0.75,600,0.06213889362618654,0.7772526026533156,-0.9456341430262288,0.7772526026533156,0.8116993195102877,0.95463833160748,0.9771600507728441,0.3072652294544366,split,0.040175665714707536,0.4945774852491885,0.456186583523875,0.029773518286172838
0.75,700,0.09292013305300993,0.8151132208334181,-0.958999983606169,0.8151132208334181,0.8902514476589172,0.9627715257903566,0.9750952324123138,0.29286846286329016,split,0.03941567884678179,0.46392495465522926,0.34220344195761165,0.03269117845483166
0.75,800,0.04688925739192611,0.7753157782085568,-0.9483791623171333,0.7753157782085568,0.9489594988624783,0.946311593625458,0.9609704156605867,0.2531684835097285,split,0.040504803590112846,0.5154058790722538,0.03646407205417601,0.03831890422125058
0.75,900,0.04935032290830393,0.7374287288627239,-0.8864287940115281,0.7374287288627239,0.833365659765765,0.9502888355414177,0.9783089091597799,0.26399360219119383,split,0.3307806918104463,0.5785955941834393,0.46695400839790724,0.0416641220362359
0.75,1000,0.059277090687603805,0.7899988309965376,-0.9516209029728663,0.7899988309965376,0.9540759490685937,0.951165591472057,0.9638993029526087,0.3536149102756551,split,0.03972085473317123,0.5092305783838423,0.029170055441869628,0.04026659771619878
0.75,1100,0.06500328295021086,0.8379051411493844,-0.9584643696159216,0.8379051411493844,0.8903923250781689,0.9547994094469308,0.9653136313582608,0.25816225545219085,split,0.035978874370472744,0.4469337624001771,0.33372128892975095,0.03151387116094904
0.75,1200,0.11214294099333297,0.7735978017004319,-0.9437837322395283,0.7735978017004319,0.946284111698734,0.9437383323262944,0.958855581341598,0.30713129951376517,split,0.038251998537716284,0.5535782536670975,0.042669688904310936,0.03839448734825499
