timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,effective_w_decay,effective_w_input_decay,symmetry_error,grad_symmetry_error,best_accuracy,best_path,final_path
2026-06-09T22:16:09,0,0.0,0.063,75.19847,0.061,74.06751,36-154-82-70-90-58-73-271-77-89,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.061,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_target_weight_grid_v5_20260609\b0p050_lr0p00025_T0p00005_wd0p001_step0p5_pos18p0_neg0p50_priortrue_adaptivefalse\best_checkpoint.bin,
