subset_samples,full_epoch_samples,elapsed_seconds,estimated_epoch_seconds,seconds_per_sample,batches,accuracy,loss,skipped,attempted_steps,accepted_free,accepted_nudged,acceptance_rate,steps_per_second
2,1000,0.421496,210.7482,0.2107482,1,0.0,49.0,0,1037400,328928,404487,0.706974166,2.461230986e6
