workers,threads,subset_samples,full_epoch_samples,elapsed_seconds,estimated_epoch_seconds,seconds_per_sample,batches,accuracy,loss,skipped
32,32,1,1000,0.139632,139.6323,0.1396323,1,0.0,44.0,0
