config,epoch,score_10,response_norm,score_11,std_11,mse,grad_norm,score_00,std_01,std_00,min_margin,score_01,accuracy,std_10,param_delta
metro_T020_b05_lr003_rel300_J010,0,0.15104166666666666,0.0,-0.020833333333333332,0.25448868885202575,1.0592244466145833,0.0,0.09375,0.1504823163572115,0.24795358085913896,0.020833333333333332,-0.16666666666666666,0.5,0.168832172692979,0.0
metro_T020_b05_lr003_rel300_J010,1,0.078125,0.9155193282635622,0.06770833333333333,0.2051615438087046,1.1294691297743054,4.257575968200685,0.057291666666666664,0.18795235288902806,0.21486587913043048,0.057291666666666664,-0.1875,0.25,0.23548198721844485,0.10812491058292434
metro_T020_b05_lr003_rel300_J010,100,0.5260416666666666,0.5400361758472088,-0.19270833333333334,0.5238589653520402,0.6007961697048612,2.1807932902959877,-0.026041666666666668,0.33564641290017333,0.4202405604212763,0.026041666666666668,0.23958333333333334,1.0,0.501328624250355,2.9864631339432646
metro_T020_b05_lr003_rel300_J010,200,0.7864583333333334,0.5153343153852734,-0.4739583333333333,0.3317017360018887,0.3557128906250001,1.5512092057488571,-0.203125,0.27823972759922827,0.29445163661346463,0.203125,0.3177083333333333,1.0,0.22262992868194417,3.9100027494196743
metro_T020_b05_lr003_rel300_J010,300,0.640625,0.41420807183995995,-0.5885416666666666,0.33879415055351136,0.30901421440972215,1.7627880970213068,-0.2604166666666667,0.19153271942071842,0.2992669183284331,0.2604166666666667,0.375,1.0,0.4109779230820916,4.67869389609285
metro_T020_b05_lr003_rel300_J010,400,0.8020833333333334,0.40765106786328503,-0.4270833333333333,0.4375646950095957,0.32839626736111116,1.5238981675295762,-0.2916666666666667,0.3529123141082999,0.18674364354857464,0.2916666666666667,0.3333333333333333,1.0,0.20824273392338102,5.299973100199584
metro_T020_b05_lr003_rel300_J010,500,0.765625,0.37476161950249526,-0.578125,0.2802670019665254,0.26726616753472215,0.8431710977020026,-0.3229166666666667,0.2386461664339555,0.13247572925098283,0.3229166666666667,0.3854166666666667,1.0,0.3323837243569415,5.8222756266607
metro_T020_b05_lr003_rel300_J010,600,0.78125,0.2784753687761167,-0.6145833333333334,0.2551551815399144,0.2956882052951389,0.7629097259833564,-0.25,0.263182773185194,0.2831307886441545,0.25,0.3489583333333333,1.0,0.3089471954318689,6.369366782066491
metro_T020_b05_lr003_rel300_J010,700,0.8229166666666666,0.29556660305135873,-0.6145833333333334,0.2630213938507444,0.264404296875,1.0269797953221864,-0.3020833333333333,0.18795235288902806,0.20495448416589998,0.3020833333333333,0.375,1.0,0.10371277924976334,6.881338085183947
metro_T020_b05_lr003_rel300_J010,800,0.7135416666666666,0.31412495896627224,-0.5885416666666666,0.32023930986015775,0.2839016384548611,0.722138750518209,-0.3020833333333333,0.21327915554129004,0.1645013325350196,0.3020833333333333,0.3697916666666667,1.0,0.26702661960881374,7.353042246205547
metro_T020_b05_lr003_rel300_J010,900,0.8385416666666666,0.3315805809981002,-0.5885416666666666,0.30279308176099207,0.2209133572048611,1.192424001771182,-0.4427083333333333,0.2853217736043878,0.12213658753417315,0.3854166666666667,0.3854166666666667,1.0,0.1302128622400783,8.001194743989702
metro_T020_b05_lr003_rel300_J010,1000,0.7916666666666666,0.3971257052155704,-0.6302083333333334,0.3138106572810879,0.23618570963541669,1.1583595620531648,-0.453125,0.27823972759922827,0.14186500395737522,0.3177083333333333,0.3177083333333333,1.0,0.1311874419582006,8.384382692117494
metro_T020_b05_lr003_rel300_J010,1100,0.765625,0.3242782114574223,-0.6875,0.1427600601800402,0.2069363064236111,1.0288798520721456,-0.4375,0.2359623181351424,0.12225241173045644,0.4010416666666667,0.4010416666666667,1.0,0.28147635818553446,8.860811941052017
metro_T020_b05_lr003_rel300_J010,1200,0.734375,0.3309193604362763,-0.6197916666666666,0.2402420842774451,0.2549845377604167,1.4347800354061246,-0.3229166666666667,0.14025969056397294,0.3739417435058994,0.3229166666666667,0.4114583333333333,1.0,0.30016413082642407,9.293103230607969
metro_T020_b05_lr003_rel300_J010,1300,0.7239583333333334,0.3770325464844667,-0.671875,0.19785706577795212,0.21160888671874994,1.1048543456039805,-0.4322916666666667,0.15925551431765153,0.1275775907699572,0.4166666666666667,0.4166666666666667,1.0,0.2271610191542299,9.639949936158587
metro_T020_b05_lr003_rel300_J010,1400,0.8072916666666666,0.31542090531820516,-0.6979166666666666,0.11006832528881348,0.20170084635416666,1.1473474844178637,-0.4635416666666667,0.23888327147647728,0.1668081374218444,0.375,0.375,1.0,0.15188653636032468,10.053481459068456
metro_T025_b05_lr003_rel300_J010,0,0.1875,0.0,0.005208333333333333,0.21955725789131553,0.9818115234375,0.0,-0.010416666666666666,0.1823725234755515,0.2239609664489632,0.005208333333333333,-0.13020833333333334,0.5,0.1805787796286538,0.0
metro_T025_b05_lr003_rel300_J010,1,0.171875,0.9505864664323581,0.03125,0.22496980473716524,1.0492011176215277,4.9715990259674,0.036458333333333336,0.16407058727479357,0.23451837402136147,0.03125,-0.171875,0.25,0.16407058727479357,0.1115661080244311
metro_T025_b05_lr003_rel300_J010,100,0.4895833333333333,0.6312631926301809,-0.4010416666666667,0.3722346710911262,0.504787868923611,2.4282677725078017,-0.13020833333333334,0.3190438046340382,0.4274532244093745,0.13020833333333334,0.19791666666666666,1.0,0.526365546370388,3.2284692975958906
metro_T025_b05_lr003_rel300_J010,200,0.7239583333333334,0.5625181961864937,-0.34375,0.46515834143729556,0.37758382161458326,1.8162676358400487,-0.2916666666666667,0.2490925559892856,0.362409408970221,0.2916666666666667,0.2916666666666667,1.0,0.19842849531663334,4.444815073530001
metro_T025_b05_lr003_rel300_J010,300,0.75,0.5341675640929128,-0.4635416666666667,0.42745322440937444,0.28788248697916663,1.7826200871189577,-0.3541666666666667,0.16680813742184442,0.2774756811383448,0.3541666666666667,0.3802083333333333,1.0,0.19153271942071842,5.325736211417366
metro_T025_b05_lr003_rel300_J010,400,0.703125,0.4707606525884839,-0.515625,0.34245060735566063,0.2664116753472222,0.9312290266094587,-0.4010416666666667,0.17476368620080307,0.37586705318059827,0.3802083333333333,0.3802083333333333,1.0,0.29445163661346463,6.260363118128684
metro_T025_b05_lr003_rel300_J010,500,0.796875,0.5163952857907406,-0.609375,0.23111409049663534,0.21822781032986113,1.4381791873754814,-0.515625,0.2675032168301771,0.2909703126198392,0.3333333333333333,0.3333333333333333,1.0,0.13699264102736386,6.845303519129976
metro_T025_b05_lr003_rel300_J010,600,0.765625,0.5072953553116037,-0.5729166666666666,0.31690732655334497,0.23962402343750006,1.7494418752848007,-0.4739583333333333,0.3331068070867604,0.22415046948649134,0.3333333333333333,0.3333333333333333,1.0,0.1854507581425651,7.419685271600048
