timestamp,epoch,seconds,train_accuracy,train_loss,skipped,test_accuracy,test_loss,pred_counts,best_accuracy,best_path,final_path
2026-05-22T03:54:45,0,0.0,missing,missing,missing,0.155,39.75,20-64-6-38-17-33-0-15-1-6,0.155,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:55:08,1,21.4555072,0.271,11.828,181,0.29,11.48,18-8-0-1-1-134-14-3-1-20,0.29,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:55:26,2,16.0469392,0.485,8.218,446,0.39,8.44,52-7-11-34-5-5-7-75-4-0,0.39,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:55:42,3,14.2498183,0.599,6.414,574,0.39,9.56,6-17-16-29-78-48-3-2-0-1,0.39,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:55:57,4,13.6456523,0.629,6.048,607,0.575,7.07,14-17-31-6-62-9-28-20-12-1,0.575,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:56:12,5,13.0587075,0.676,5.148,659,0.65,5.6,21-16-10-22-17-10-49-33-9-13,0.65,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:56:26,6,12.4660894,0.711,4.702,701,0.62,5.81,27-4-39-31-0-12-20-20-16-31,0.65,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:56:40,7,12.0011522,0.756,3.862,744,0.665,5.36,25-9-6-22-28-38-19-26-8-19,0.665,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:56:53,8,11.6980282,0.76,3.908,756,0.575,6.92,20-16-10-2-7-13-13-56-61-2,0.665,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:57:06,9,11.2622856,0.788,3.426,781,0.655,5.48,13-20-30-59-14-4-16-13-13-18,0.665,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,
2026-05-22T03:57:19,10,11.0949961,0.811,3.062,801,0.74,4.44,19-17-24-22-25-9-18-12-16-38,0.74,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\best_model.bin,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_h28_h11_traininternal_replica_digit_100pc\final_model.bin
