config_id,sample_idx,stepsize,beta,phase,steps,sweeps,free_loss,plus_loss,minus_loss,plus_loss_delta,minus_loss_delta,plus_target_dot,minus_target_dot,plusminus_target_dot,plus_target_cos,minus_target_cos,plusminus_target_cos,plus_output_rms,minus_output_rms,plusminus_output_rms,plus_hidden_rms,minus_hidden_rms,plusminus_hidden_rms
1,1,0.1,0.1,nudged,160,1.0,15.391063,15.09737,15.611124,-0.2936926,0.2200613,0.15226525,-0.1065202,0.25878546,0.37283215,-0.32405674,0.46559906,0.016459748,0.013247886,0.022400798,0.018808002,0.01812304,0.016968291
1,1,0.1,0.1,nudged,320,2.0,15.391063,14.762727,15.8701315,-0.62833595,0.47906876,0.3261066,-0.22993784,0.55604446,0.5379368,-0.42309204,0.6423945,0.024432281,0.021903388,0.03488538,0.03223001,0.030062245,0.022564765
1,2,0.1,0.1,nudged,160,1.0,18.53864,17.93514,18.73908,-0.60349846,0.20044136,0.30967167,-0.09573911,0.40541074,0.5713105,-0.23486865,0.5242396,0.019904915,0.014969091,0.028398573,0.0215819,0.01962262,0.020019997
1,2,0.1,0.1,nudged,320,2.0,18.53864,17.437807,19.16364,-1.100832,0.625,0.5686925,-0.30063778,0.8693303,0.69082475,-0.45330498,0.72461206,0.030230176,0.024354775,0.04405653,0.03348667,0.03358809,0.027606137
