timestamp,config_id,hidden,epoch,seconds,relaxation,sweeps,minit,digits,target_scale,target_off,target_on,beta,lr,train_accuracy,train_mse,validation_accuracy,validation_mse
2026-05-19T04:56:25,1,512,0,0.0,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.470703125,3.7403648,0.53515625,3.7531931
2026-05-19T04:56:37,1,512,1,9.7309774,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.541015625,5.4074707,0.56640625,5.4346657
2026-05-19T04:56:41,1,512,2,2.114233,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.544921875,5.2047677,0.58203125,5.1993704
2026-05-19T04:56:46,1,512,3,2.0307677,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.55078125,4.7981133,0.564453125,4.7512665
2026-05-19T04:56:50,1,512,4,2.0569076,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.556640625,4.2991986,0.56640625,4.3451056
2026-05-19T04:56:54,1,512,5,2.0880899,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.546875,3.788827,0.560546875,3.7055552
2026-05-19T04:56:58,1,512,6,2.0815245,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.4609375,4.5686717,0.439453125,4.534418
2026-05-19T04:57:02,1,512,7,2.0938537,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.46484375,4.66623,0.435546875,4.733568
2026-05-19T04:57:06,1,512,8,2.0880467,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.46484375,4.606928,0.427734375,4.6391506
2026-05-19T04:57:10,1,512,9,2.0461545,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.4609375,4.565549,0.431640625,4.611781
2026-05-19T04:57:14,1,512,10,2.078853,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.458984375,4.5260825,0.435546875,4.557999
2026-05-19T04:57:18,1,512,11,2.0996271,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.46875,4.529903,0.44921875,4.5508914
2026-05-19T04:57:22,1,512,12,2.0855872,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.484375,4.498267,0.4375,4.4983163
2026-05-19T04:57:26,1,512,13,2.0469162,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.470703125,4.2889185,0.45703125,4.2895994
2026-05-19T04:57:30,1,512,14,2.0601619,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.46875,4.3931437,0.439453125,4.4011817
2026-05-19T04:57:34,1,512,15,2.1117025,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.470703125,4.6190248,0.443359375,4.687372
2026-05-19T04:57:38,1,512,16,2.102645,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.458984375,4.480139,0.435546875,4.479921
2026-05-19T04:57:42,1,512,17,2.0441237,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.46875,4.2761755,0.447265625,4.297859
2026-05-19T04:57:46,1,512,18,2.0321055,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.4609375,4.690215,0.435546875,4.6659408
2026-05-19T04:57:51,1,512,19,2.0874098,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.47265625,4.525634,0.431640625,4.4939694
2026-05-19T04:57:55,1,512,20,2.083939,2610,5.0,1,0-1,0.2,-0.2,0.2,0.1,0.02,0.46484375,4.065787,0.4296875,4.0196414
