config,epoch,score_10,response_norm,score_11,std_11,mse,grad_norm,score_00,std_01,std_00,min_margin,score_01,accuracy,std_10,param_delta
metro_full_bipolar_pattern_beta05,0,0.21875,0.0,-0.5,0.0,0.87451171875,0.0,0.40625,0.47871355387816905,0.20155644370746376,0.1875,0.1875,0.75,0.4460474563690878,0.0
metro_full_bipolar_pattern_beta05,1,0.28125,0.8213456145887876,-0.5,0.0,0.873291015625,1.7455300054711176,0.4375,0.47871355387816905,0.1707825127659933,0.1875,0.1875,0.75,0.40697051490249264,0.013247639502176271
metro_full_bipolar_pattern_beta05,100,0.4375,0.49885860106108854,-0.90625,0.375,0.84619140625,1.1464960204902588,0.65625,0.6020797289396148,0.23935677693908453,0.4375,0.4375,0.75,0.25,0.7870833043681638
metro_full_bipolar_pattern_beta05,200,0.40625,0.21602204780677764,-0.84375,0.3966001344763598,0.7353515625,0.5096720759468778,0.53125,0.5618051263561058,0.125,0.40625,0.53125,0.75,0.375,1.0768685023198488
metro_full_bipolar_pattern_beta05,300,0.90625,0.2595388942351018,-0.875,0.5,1.00830078125,0.5590169943749475,1.0,0.375,0.0,0.875,0.90625,0.75,0.375,1.3148236231166854
metro_full_bipolar_pattern_beta05,400,0.65625,0.1411827228115475,-0.875,0.5,1.033447265625,0.29646353064078557,1.0,0.0,0.0,0.65625,1.0,0.75,0.7465197027987048,1.6458498040663985
metro_full_bipolar_pattern_beta05,500,0.875,0.03608439182435161,-0.875,0.5,1.01171875,0.125,1.0,0.5,0.0,0.875,0.875,0.75,0.5,1.7652316177681355
metro_full_bipolar_pattern_beta05,600,0.75,0.027063293868263706,-0.75,0.6831300510639732,1.03515625,0.15934435979977452,1.0,0.5,0.0,0.75,0.875,0.75,0.6831300510639732,1.848505576809122
metro_full_bipolar_pattern_beta05,700,0.75,0.03288867970064957,-0.75,0.6831300510639732,1.046875,0.25,1.0,0.6831300510639732,0.0,0.75,0.75,0.75,0.6831300510639732,1.9504994879291606
metro_full_bipolar_pattern_beta05,800,0.75,0.0,-0.875,0.5,1.01953125,0.0,1.0,0.0,0.0,0.75,1.0,0.75,0.6831300510639732,2.038962951639908
metro_full_bipolar_pattern_beta05,900,0.875,0.04190977765673747,-0.84375,0.5072392597844401,1.010009765625,0.23799290955824715,1.0,0.0,0.0,0.84375,1.0,0.75,0.5,2.109531489136729
metro_full_bipolar_pattern_beta05,1000,0.71875,0.03292954733849268,-1.0,0.0,1.019775390625,0.2538762001448738,1.0,0.0,0.0,0.71875,1.0,0.75,0.6823672031978091,2.2034785804366
