timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,effective_w_decay,effective_w_input_decay,symmetry_error,grad_symmetry_error,gradient_quality_total,gradient_quality_accepted,gradient_quality_rejected,gradient_quality_reject_fraction,gradient_quality_avg_cosine,gradient_quality_avg_angle_degrees,best_accuracy,best_path,final_path
2026-06-10T13:42:34,0,0.0,missing,missing,0.09,80.44756,14-16-39-26-39-5-14-7-31-9,0.485554,0.0,1.5342599,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0,0,0,0.0,NaN,NaN,0.09,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\direct_contrast_check_20260610\beta0p025_s1000_step0p35_cos0p5\best_checkpoint.bin,
2026-06-10T13:42:54,1,17.7707793,missing,missing,0.095,74.86477,18-30-34-12-31-3-9-7-50-6,0.48680377,0.0026266107,1.5103543,286.7216,49.61792,423.79413,0.002,0.002,0.0,0.0,260,89,171,0.6576923076923077,0.25818898148385955,72.93638316181682,0.095,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\direct_contrast_check_20260610\beta0p025_s1000_step0p35_cos0p5\best_checkpoint.bin,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\direct_contrast_check_20260610\beta0p025_s1000_step0p35_cos0p5\final_checkpoint.bin
