timestamp,stage,workers,threads,hidden,output_replicas,batchsize,sweeps,order,adj_mode,relaxation_steps,graph_states,graph_edges,total_seconds,min_task_seconds,mean_task_seconds,max_task_seconds
2026-05-21T23:41:30,manual_prepost_noise_refresh,1,32,784,4,64,500.0,cyclic,shared,412000,1608,1292032,17.2875891,17.2593988,17.2593988,17.2593988
2026-05-21T23:41:34,manual_prepost_noise_refresh,16,32,784,4,64,500.0,cyclic,shared,412000,1608,1292032,1.2901804,1.1933062,1.25280249375,1.2898461
2026-05-21T23:41:38,manual_prepost_noise_refresh,32,32,784,4,64,500.0,cyclic,shared,412000,1608,1292032,1.2390586,1.202822,1.2214246281249999,1.2389888
2026-05-21T23:41:57,one_relax,1,32,784,4,64,500.0,cyclic,shared,412000,1608,1292032,17.006987,16.9814374,16.9814374,16.9814374
2026-05-21T23:42:00,one_relax,16,32,784,4,64,500.0,cyclic,shared,412000,1608,1292032,1.420509,1.2265384,1.2834470875000001,1.4204343
2026-05-21T23:42:04,one_relax,32,32,784,4,64,500.0,cyclic,shared,412000,1608,1292032,1.2483579,1.1932659,1.2195052843750003,1.2483069
