accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.996912217086188
0.5,1,1.9100935451601495,2.0098310506034798
0.546875,300,0.20198093685759821,0.9460591112904594
0.453125,600,0.03206297659322641,1.0404948205448301
0.484375,900,0.03827126812313182,1.0217641291665192
0.4921875,1200,0.03632966661873788,1.015678618125043
0.640625,1500,0.1491979150531514,0.8676357412763575
0.4609375,1800,0.019189838022374076,1.0304737282931813
0.484375,2100,0.028279832422922882,1.0117338210712625
0.546875,2400,0.09617262330061965,1.0034377739691631
0.453125,2700,0.4216425668220646,1.03983585547412
0.484375,3000,0.01864950201452078,1.004046483809326
