timestamp,epoch,seconds,train_accuracy,train_loss,skipped,test_accuracy,test_loss,pred_counts,per_class_accuracy,confusion,best_accuracy,best_path,final_path
2026-05-22T02:44:33,0,0.0,missing,missing,missing,0.06,42.72,11-17-1-22-6-5-21-6-9-2,0.1-0.0-0.1-0.1-0.0-0.2-0.0-0.0-0.0-0.1,1:3:0:0:0:2:3:1:0:0;4:0:0:1:0:0:3:0:2:0;1:2:1:1:1:0:3:1:0:0;2:0:0:1:1:0:3:2:0:1;1:1:0:3:0:0:2:2:1:0;1:1:0:3:0:2:3:0:0:0;1:6:0:1:0:0:0:0:2:0;0:0:0:4:2:0:2:0:2:0;0:3:0:3:2:1:1:0:0:0;0:1:0:5:0:0:1:0:2:1,0.06,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,
2026-05-22T02:44:37,1,3.8136716,0.434,8.828,279,0.45,9.64,10-4-9-0-14-47-0-16-0-0,0.8-0.4-0.5-0.0-0.9-0.9-0.0-1.0-0.0-0.0,8:0:0:0:0:2:0:0:0:0;0:4:0:0:0:4:0:2:0:0;2:0:5:0:0:2:0:1:0:0;0:0:0:0:0:10:0:0:0:0;0:0:0:0:9:1:0:0:0:0;0:0:1:0:0:9:0:0:0:0;0:0:3:0:2:5:0:0:0:0;0:0:0:0:0:0:0:10:0:0;0:0:0:0:0:10:0:0:0:0;0:0:0:0:3:4:0:3:0:0,0.45,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,
2026-05-22T02:44:40,2,2.0302586,0.668,5.262,575,0.7,4.58,9-10-23-16-8-4-6-9-6-9,0.8-0.9-0.9-0.8-0.7-0.4-0.5-0.7-0.6-0.7,8:0:2:0:0:0:0:0:0:0;0:9:0:1:0:0:0:0:0:0;0:0:9:0:0:0:0:1:0:0;0:0:2:8:0:0:0:0:0:0;0:0:0:0:7:0:1:0:0:2;0:0:1:4:0:4:0:1:0:0;0:0:5:0:0:0:5:0:0:0;0:0:0:3:0:0:0:7:0:0;0:0:4:0:0:0:0:0:6:0;1:1:0:0:1:0:0:0:0:7,0.7,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,
2026-05-22T02:44:42,3,1.8019201,0.756,3.972,693,0.69,4.94,16-5-11-15-8-3-6-4-20-12,1.0-0.5-0.6-0.9-0.8-0.2-0.6-0.4-0.9-1.0,10:0:0:0:0:0:0:0:0:0;0:5:0:0:0:0:0:0:5:0;2:0:6:0:0:0:0:0:1:1;0:0:0:9:0:1:0:0:0:0;1:0:0:0:8:0:0:0:1:0;2:0:1:1:0:2:0:0:4:0;0:0:4:0:0:0:6:0:0:0;0:0:0:5:0:0:0:4:0:1;1:0:0:0:0:0:0:0:9:0;0:0:0:0:0:0:0:0:0:10,0.7,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,
2026-05-22T02:44:43,4,1.7337772,0.792,3.332,748,0.59,6.32,10-4-17-39-11-3-7-4-3-2,0.9-0.4-0.9-1.0-0.9-0.3-0.6-0.4-0.3-0.2,9:0:0:1:0:0:0:0:0:0;0:4:2:4:0:0:0:0:0:0;0:0:9:1:0:0:0:0:0:0;0:0:0:10:0:0:0:0:0:0;0:0:0:0:9:0:1:0:0:0;0:0:1:6:0:3:0:0:0:0;0:0:4:0:0:0:6:0:0:0;0:0:0:6:0:0:0:4:0:0;0:0:1:6:0:0:0:0:3:0;1:0:0:5:2:0:0:0:0:2,0.7,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,
2026-05-22T02:44:45,5,1.6519288,0.808,2.998,784,0.82,2.84,10-8-12-6-9-9-7-11-21-7,0.9-0.8-0.8-0.6-0.9-0.9-0.7-1.0-0.9-0.7,9:0:0:0:0:0:0:0:1:0;0:8:0:0:0:0:0:0:2:0;0:0:8:0:0:0:0:1:1:0;0:0:0:6:0:0:0:0:4:0;0:0:0:0:9:0:0:0:1:0;0:0:1:0:0:9:0:0:0:0;0:0:3:0:0:0:7:0:0:0;0:0:0:0:0:0:0:10:0:0;1:0:0:0:0:0:0:0:9:0;0:0:0:0:0:0:0:0:3:7,0.82,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,
2026-05-22T02:44:47,6,1.6050488,0.84,2.53,817,0.83,2.54,16-10-15-5-9-10-8-8-9-10,1.0-1.0-0.9-0.5-0.8-0.8-0.7-0.8-0.9-0.9,10:0:0:0:0:0:0:0:0:0;0:10:0:0:0:0:0:0:0:0;1:0:9:0:0:0:0:0:0:0;2:0:1:5:0:2:0:0:0:0;0:0:0:0:8:0:1:0:0:1;1:0:1:0:0:8:0:0:0:0;1:0:2:0:0:0:7:0:0:0;0:0:2:0:0:0:0:8:0:0;1:0:0:0:0:0:0:0:9:0;0:0:0:0:1:0:0:0:0:9,0.83,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,
2026-05-22T02:44:49,7,1.549713,0.864,2.034,854,0.82,2.72,18-10-15-8-10-3-6-12-7-11,1.0-1.0-0.9-0.8-0.9-0.3-0.6-1.0-0.7-1.0,10:0:0:0:0:0:0:0:0:0;0:10:0:0:0:0:0:0:0:0;0:0:9:0:0:0:0:1:0:0;1:0:1:8:0:0:0:0:0:0;0:0:0:0:9:0:0:0:0:1;4:0:1:0:1:3:0:1:0:0;0:0:4:0:0:0:6:0:0:0;0:0:0:0:0:0:0:10:0:0;3:0:0:0:0:0:0:0:7:0;0:0:0:0:0:0:0:0:0:10,0.83,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,
2026-05-22T02:44:50,8,1.5062219,0.895,1.706,877,0.77,3.52,14-9-14-20-9-7-2-6-8-11,1.0-0.9-0.8-1.0-0.9-0.6-0.2-0.5-0.8-1.0,10:0:0:0:0:0:0:0:0:0;0:9:0:1:0:0:0:0:0:0;0:0:8:1:0:0:0:1:0:0;0:0:0:10:0:0:0:0:0:0;1:0:0:0:9:0:0:0:0:0;0:0:1:3:0:6:0:0:0:0;2:0:5:0:0:1:2:0:0:0;0:0:0:4:0:0:0:5:0:1;1:0:0:1:0:0:0:0:8:0;0:0:0:0:0:0:0:0:0:10,0.83,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\best_model.bin,ext/IsingLearning/experiments/mnist_manager/runs/20260522_paper_like_repro_100pc_r3_s50_e8\final_model.bin
