timestamp,epoch,seconds,train_accuracy,train_loss,skipped,test_accuracy,test_loss,pred_counts,best_accuracy,best_path,final_path
2026-05-22T03:00:13,0,0.0,missing,missing,missing,0.0,42.2,1-3-3-0-0-1-1-1-0-0,0.0,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_smoke\best_model.bin,
2026-05-22T03:00:16,1,1.5669235,0.15,38.6,0,0.1,43.6,6-2-2-0-0-0-0-0-0-0,0.1,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_smoke\best_model.bin,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_smoke\final_model.bin
