name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,minit,free,nudged,input_scale,hidden_scale,output_scale
4x4_nn5_T0.001_eta0.1_b1.0_lr0.005_m4_f1000_n1000_is0.4_hs0.2_os0.4,0.7831754239128422,0.75,2000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260517_042735/01_4x4_nn5_T0.001_eta0.1_b1.0_lr0.005_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.001,0.1,1.0,0.005,4,1000,1000,0.4,0.2,0.4
8x8_nn5_T0.001_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,0.5131237663385061,0.875,1500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260517_042735/02_8x8_nn5_T0.001_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.001,0.12,1.0,0.00025,4,2500,2500,0.5,0.2,0.5
8x8_nn5_T0.0008_eta0.12_b1.0_lr0.00015_m8_f4000_n2000_is0.8_hs0.1_os0.8,0.9967507267998374,0.75,1500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260517_042735/03_8x8_nn5_T0.0008_eta0.12_b1.0_lr0.00015_m8_f4000_n2000_is0.8_hs0.1_os0.8,8,8,5,0.0008,0.12,1.0,0.00015,8,4000,2000,0.8,0.1,0.8
8x8_nn3_T0.0008_eta0.12_b1.0_lr0.00015_m8_f4000_n2000_is0.8_hs0.1_os0.8,1.825945840675976,0.546875,1000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260517_042735/04_8x8_nn3_T0.0008_eta0.12_b1.0_lr0.00015_m8_f4000_n2000_is0.8_hs0.1_os0.8,8,8,3,0.0008,0.12,1.0,0.00015,8,4000,2000,0.8,0.1,0.8
8x8_nn5_T0.0005_eta0.1_b1.0_lr0.0001_m8_f5000_n3000_is1.0_hs0.05_os1.0,2.023628485523639,0.546875,500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260517_042735/05_8x8_nn5_T0.0005_eta0.1_b1.0_lr0.0001_m8_f5000_n3000_is1.0_hs0.05_os1.0,8,8,5,0.0005,0.1,1.0,0.0001,8,5000,3000,1.0,0.05,1.0
