timestamp,hidden,contexts,threads,order,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T18:24:06,784,16,32,cyclic,20000.0,16480000,1608,1292032,0.1278589,0.2130925,0.1755472,0.18266958749999998,0.1973118,9.600255288196442
2026-05-21T18:24:09,784,32,32,cyclic,20000.0,16480000,1608,1292032,0.1304635,0.3836476,0.3513518,0.3637229875,0.3835113,10.88194478474517
