accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.839092999825162
0.5,1,0.06965307464507961,1.8002499776901006
0.5,300,0.018374525618327583,1.5107857251930832
0.5,600,0.02668236886922374,1.889171977557595
0.53125,900,0.016961003704984434,1.9842737168827485
0.4453125,1200,0.017489157191934123,1.9757385407154024
0.484375,1500,0.05282236150681081,1.9844600788134108
0.5,1800,0.017096723006315494,1.497626042340377
0.5,2100,0.01920520422264497,1.58319033779193
0.5,2400,0.020561722427130936,1.9859192933325085
0.4375,2700,0.015643397606977215,1.985648444278359
0.4296875,3000,0.022626549229808703,1.986410874659944
