timestamp,contexts,threads,hidden,output_replicas,sweeps,relaxation_steps,serial_build_seconds,context_build_seconds,single_context_seconds,spawned_total_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,ideal_one_wave_seconds,serial_all_seconds,spawned_over_ideal_one_wave,speedup_vs_serial_all
2026-05-20T14:58:13,16,32,7840,4,500.0,3940000,0.4946596,0.5279356,3.9002274,26.3115894,25.7000516,26.056803399999996,26.2792359,3.9002274,62.4036384,6.74616803112557,2.3717167918407847
2026-05-20T14:59:12,32,32,7840,4,500.0,3940000,0.0131479,0.7344294,3.9903905,51.8199925,49.1371261,50.866450878124986,51.8196725,3.9903905,127.692496,12.98619583722445,2.4641550459506534
