config,epoch,score_10,response_norm,score_11,std_11,mse,grad_norm,score_00,std_01,std_00,min_margin,score_01,accuracy,std_10,param_delta
field_global4_langevin_F1p0_R0p0_Tf0p005_eta0p08,0,-0.019504777468777077,0.0,0.15100364634464414,0.09846046001760046,1.0177588533182051,0.0,-0.052361563778638744,0.12727512057023427,0.13727715957879513,0.019504777468777077,0.10065722758870968,0.5,0.24735420723699797,0.0
field_global4_langevin_F1p0_R0p0_Tf0p005_eta0p08,1,0.0147957934324334,0.28888561920874384,0.1031827369429156,0.13501921530702446,1.0330893510765247,0.7429776679667583,0.017075948366230387,0.15619053210119022,0.13582745717456898,0.0147957934324334,0.04591696386858379,0.5,0.21876698086216415,0.09599978772249092
field_global4_langevin_F1p0_R0p0_Tf0p005_eta0p08,50,0.02231038992505398,0.3298001151960676,0.16285595324631574,0.042993374019199386,1.009427369846944,0.8584802136648774,-0.02317021706163572,0.11267642301055553,0.11097154257871357,0.02231038992505398,0.11943080175180609,0.75,0.24199022005209753,0.8172369695834021
field_global4_langevin_F1p0_R0p0_Tf0p005_eta0p08,100,0.04812243749061934,0.3112727395692605,0.16771556158554102,0.07920982745082356,1.0464204286703094,0.7788567922822118,0.018234199158786997,0.14588453988419828,0.0941276948536094,0.018234199158786997,0.062316522718425124,0.5,0.24405760514752695,1.0824991510325943
field_global4_langevin_F1p0_R0p0_Tf0p005_eta0p08,150,0.04216632423532479,0.3149199166004614,0.15256588137685012,0.13262630127193706,0.9993633878817403,0.8685895984813071,0.0025801201687670567,0.09934988990376985,0.08988012876809544,0.0025801201687670567,0.13603634750848592,0.5,0.2056629163378197,1.307685350441132
field_global4_langevin_F1p0_R0p0_Tf0p02_eta0p08,0,-0.03423947857147609,0.0,0.12397781762997827,0.0992389795409711,0.9887162382722015,0.0,-0.07665342453349737,0.10130309885626003,0.1646159621121501,0.03423947857147609,0.12289189884995341,0.5,0.22177925016230404,0.0
field_global4_langevin_F1p0_R0p0_Tf0p02_eta0p08,1,-0.016227790026636026,0.4336387593851606,0.02381317863417564,0.1254751984728327,1.0142652343051264,1.3988431504293373,0.017670687290916594,0.14987861216145218,0.1433656787267826,0.016227790026636026,0.0302088041841668,0.25,0.16720943281530595,0.09599991521890086
field_global4_langevin_F1p0_R0p0_Tf0p02_eta0p08,50,0.01910284245860446,0.4960268172745982,0.10927604644031202,0.08133145248042993,0.9776284366865513,1.6128110029568665,-0.029613553109553357,0.10638655201499794,0.12794976688819346,0.01910284245860446,0.11897144793230377,0.75,0.22509853862124504,0.7771599171501082
field_global4_langevin_F1p0_R0p0_Tf0p02_eta0p08,100,-0.0010048500902068921,0.4603212892977409,0.10316425237346828,0.08166525724188793,1.0607642006623292,1.6624485281907226,0.015023259753702962,0.1567211450343643,0.1147448509488681,0.0010048500902068921,0.003103562455230236,0.25,0.1976011522080021,1.010310133232198
field_global4_langevin_F1p0_R0p0_Tf0p02_eta0p08,150,0.005741397552054665,0.43319624555331504,0.10367372065733602,0.2339084268512925,0.9770021575957919,1.5149348311055568,0.014444811830687507,0.09597237886696297,0.11836555906895577,0.005741397552054665,0.1800826237225974,0.5,0.17911774533927444,1.2245079290166923
