accuracy,epoch,grad_norm,margin,mean_1_1,mean_1_2,mean_2_1,mean_2_2,mean_3_1,mean_3_2,mean_4_1,mean_4_2,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.21501799066047436,0.00045203869909224426,0.2154700293595666,-0.2528608841937712,-0.7766479686158476,-0.16111376617090029,0.7226527384091389,-0.08912098398762884,-0.7065121329582293,1.0305162055811885,0.0,normal,0.7170495413819158,0.5283790561948659,0.5290714845429988,0.5660541713167894
0.5,1,1.0685252442181634,0.06931419126101263,-0.04346908609163439,0.3783334764644754,0.02180439734290233,-0.7164964452158977,-0.18353528738229738,0.7083964429429525,-0.48704467987251193,-0.5563588711335246,1.2673552214296193,0.6926134636325031,normal,0.6898973377054048,0.5489670987752988,0.4597702279310859,0.5040540671562208
1.0,300,1.1481541916714386,0.17358536664567614,0.5595212851777798,-0.38971745488022375,-0.4367597739415998,-0.2631744072959237,-0.5555081970916417,0.5386090619734888,0.6978737829136312,-0.6749077226372086,0.38584190237307314,0.6181492903661547,normal,0.5117692489523381,0.6604848978532466,0.5118441444168632,0.35548017311945174
1.0,600,1.0292561048428754,0.5725669548976942,0.28971604403177004,-0.28285091086592407,-0.747549168444972,0.6343619054219459,-0.5876872337785147,0.5116551801992308,0.6020258754357635,-0.575078776805984,0.24545658533375453,0.6770344573412977,normal,0.7429222629464282,0.3111815138838651,0.42237437809009204,0.47559131383228553
1.0,900,1.1292141898198238,0.393122784570461,0.2993654649984762,-0.3424471037709069,-0.5610572347790955,0.5563393767322952,-0.22771860468103555,0.16540417988942546,0.5119945559961528,-0.5409841852029887,0.38182295385839216,0.5866368555775088,normal,0.7311730333153207,0.5318387552714019,0.756029170183774,0.5819705515156923
1.0,1200,0.973990184570187,0.6932106500886913,0.38185854048812934,-0.311352109600562,-0.39146475568552125,0.4162917065868972,-0.41027624972469606,0.3639486484272658,0.578348952790508,-0.4748958182176372,0.34665309088820473,0.5001639734886086,normal,0.6275065825590356,0.6268042442946246,0.7105380410215897,0.573185052838926
1.0,1500,1.0386204067857319,0.569807235559666,0.2949307237985745,-0.27487651176109146,-0.5226522940116687,0.46192441757654706,-0.38053402403409603,0.3931522910378522,0.385724593888561,-0.36182067088897724,0.38461528627019886,0.4269880953669615,normal,0.7199153531539572,0.5551219440459577,0.6385686059409181,0.6923425044373069
1.0,1800,1.026907302012822,0.7547558456258692,0.3653999874241321,-0.3893558582017371,-0.41144722281246365,0.39378728932718526,-0.5337607541783981,0.6050472229366765,0.6077859104750946,-0.44220665408078114,0.290977963152276,0.5629238386958916,normal,0.6933442633484853,0.6440160197253684,0.5275941648291482,0.583474346590189
1.0,2100,1.1424331454913892,0.45970769479323303,0.5817016135188692,-0.5948142997753612,-0.5943003961771062,0.537567901043,-0.2776026022230737,0.1821050925701593,0.5422697680441376,-0.6425914108712888,0.28070656890387047,0.5656515720456119,normal,0.5379709737152785,0.46578017383236486,0.7142831232096338,0.4841944926285909
1.0,2400,1.1270633181130347,0.7608260750279934,0.39328823640212596,-0.36753783862586736,-0.5645131980629107,0.6027720778174505,-0.6177337349051734,0.6151777448856739,0.6127879973650493,-0.47725786336263454,0.22911930854281648,0.553118795744089,normal,0.7007461014634523,0.5131396929200417,0.4390073765937059,0.5101379070225532
1.0,2700,0.9956802873974331,0.7271756542365393,0.7234187209474672,-0.7492182346217585,-0.6988626935302756,0.628239444106622,-0.3128569651702327,0.41431868906630664,0.705505880951955,-0.632022959221545,0.17570004037757272,0.41343563713535936,normal,0.2483632251166597,0.34270113189785867,0.6635928679006846,0.34486759578551396
1.0,3000,0.4899181050849177,1.229187548514468,0.6420568047998363,-0.6551150290645184,-0.6340417701493667,0.5951457783651014,-0.6022456551300505,0.6412178909585194,0.6891053176446215,-0.7274694367494859,0.12534535912399358,0.2346359950160306,normal,0.484734156349045,0.41910201385263723,0.4736656398634537,0.3916072426333997
