name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,validation_temp,stepsize,beta,lr,gradient_mode,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale
4x4_nn5_out2_T0.001_Tv0.0001_eta0.1_b1.0_lr0.005_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,0.994230951325087,0.578125,7500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_013942/01_4x4_nn5_out2_T0.001_Tv0.0001_eta0.1_b1.0_lr0.005_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0001,0.1,1.0,0.005,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
