accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,std_1,std_2,std_3,std_4,temperature
0.75,0,0.0,0.19351441825319166,0.601911689540034,0.20306330286313434,0.5866444118506741,-0.19351441825319166,1.0056277490370464,0.5591568248753862,0.822780264284925,0.5642667017924157,0.8137420717462236,0.03423825439065695
0.75,1,3.890203385284347,0.005803981803155417,0.19533839937528263,0.005803981803155417,0.5966677273250277,-0.3967976677929891,0.7359473968451647,0.8215297914248716,0.8373203077464193,0.5629427209804027,0.7419074539663255,0.03423825439065695
1.0,500,3.2503256629508037,0.0015602932542510828,-0.20714858560053462,0.0015602932542510828,0.595517023026754,-0.2085260577116998,0.6038831733260732,0.8126270597698284,0.8432746048969204,0.5651217824771978,0.8154925930748586,0.03423825439065695
0.5,1000,2.9012796878304608,0.002004079811600293,0.39382396950447623,-0.002004079811600293,0.6067474118517786,-0.19310654123394577,0.938120521452257,0.7293898910155429,0.8462488543705412,0.557686057408068,0.8217629502668236,0.03423825439065695
0.75,1500,2.37681064345997,0.00011212623851369896,-0.00011212623851369896,-0.2085652131155365,0.4059829209524265,-0.20379263654076485,0.8618020225687963,0.8579101788822521,0.8222471548760385,0.7405933427433532,0.8150820735675516,0.03423825439065695
1.0,2000,2.425861237390232,0.000168238986982705,-0.202433390593585,0.000168238986982705,0.0039666509196941285,-0.3964141280630872,0.7480435960131024,0.8261551356337478,0.8461765364464074,0.8351888164174063,0.7264531922377168,0.03423825439065695
0.5,2500,2.6628499181999072,0.00676556314221656,0.00676556314221656,-0.2016100679442448,0.5946838130758216,-0.5884618066183421,0.6977721376271578,0.8506690234427148,0.8174100072838069,0.5656397570622123,0.5584824519819316,0.03423825439065695
0.75,3000,2.972963200695649,0.004151187343972018,0.20281464323046688,0.004151187343972018,0.596045453420486,-0.19549569147202173,0.8122210954450994,0.8171829949928305,0.8474182605028066,0.5624389137190664,0.8242362247293917,0.03423825439065695
0.5,3500,2.643882869037882,0.0018262725205501762,0.0018262725205501762,-0.40287957505495575,0.19890830752763755,-0.2005600400155068,1.0631447829467588,0.8512707408278641,0.7386171662943332,0.8279162459385501,0.8236652223799545,0.03423825439065695
0.5,4000,2.070779873143908,0.19904104981042786,-0.4016527116156446,-0.7899006243795929,-0.19904104981042786,-0.39718768084413414,1.3407114634819832,0.7395389235136127,0.013073536683851956,0.8112771856908246,0.7262343707369585,0.03423825439065695
0.5,4500,2.3902301785913704,0.0008187914096875054,-0.0008187914096875054,-0.5901019091861038,-0.3948845345962324,-0.4013185502214871,1.4577273780904851,0.8494319109567575,0.552261769162904,0.7315402005331393,0.7428573592476885,0.03423825439065695
0.5,5000,1.997696290073225,0.20778128921343092,-0.39046798609205713,-0.5984938277900592,-0.20778128921343092,-0.3985296399619598,1.1868035075099836,0.7217711870795143,0.552609822894798,0.8183626217347556,0.7429423025331398,0.03423825439065695
0.25,5500,1.8208943085865998,0.0017552218607168463,0.0017552218607168463,-0.5886435623915047,-0.2047467318812407,-0.3914630335446956,1.3372584550935847,0.8555501050604208,0.5578208695609996,0.8189028640917939,0.7285466462101962,0.03423825439065695
0.5,6000,2.546911286498762,0.025223373603270344,-0.19713571243844658,-0.7944464556845667,-0.025223373603270344,-0.3890040353028481,1.3222570453048248,0.8262376390276339,0.011113290435239424,0.8181500323893685,0.7297478002483888,0.03423825439065695
0.5,6500,2.6052427844262183,0.18779554823508482,-0.402981318585958,-0.5990488267775591,-0.18779554823508482,-0.40314595622516547,1.1701203675883767,0.7300209460804299,0.5622856412413408,0.82333437898082,0.7379334852426398,0.03423825439065695
0.5,7000,2.404636605846715,0.19710241938156814,-0.19873807898871143,-0.4048578964659528,-0.19710241938156814,-0.39603043534777915,1.10336995321021,0.8329629031970823,0.7345090748847743,0.8191635959667781,0.7224444540062815,0.03423825439065695
0.75,7500,1.933277089591229,0.19823308431678707,-0.1989071904220583,-0.3934466638199461,0.19823308431678707,-0.40650879080962,0.8946263242347126,0.8195369568733557,0.7330109065801521,0.8294892197598054,0.733210737883855,0.03423825439065695
0.5,8000,1.8688285025559273,0.0013244802145446766,0.0013244802145446766,-0.3982904240700238,0.19502495517997487,-0.19816380451351567,1.062198232974524,0.8462863902348632,0.7465871467562158,0.8211132682581074,0.8136299868863878,0.03423825439065695
0.75,8500,2.1574854291922794,0.006414090811865086,-0.19125050635932705,-0.5854575080013483,0.006414090811865086,-0.18997399801303483,1.2027765839935225,0.8256936395238383,0.5550204976348301,0.8484646262225554,0.8102334868388247,0.03423825439065695
0.75,9000,2.0218678574378752,0.19361783743726324,-0.20683860005673527,-0.5997711483241045,0.19437600163093474,-0.19361783743726324,1.1219137380544248,0.8092837749705454,0.5593548593639006,0.8215272808673474,0.8107021190353495,0.03423825439065695
