timestamp,hidden,contexts,threads,order,schedule,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T18:26:12,784,16,32,cyclic,static,100000.0,82400000,1608,1292032,0.7159248,1.001392,0.8681303,0.8946473749999999,0.986874,11.438873887548532
2026-05-21T18:26:17,784,32,32,cyclic,static,100000.0,82400000,1608,1292032,0.72222,1.7140803,1.5790528,1.6319564156249997,1.7138577,13.483055607138125
