column,graph_kind,mean_abs_response,mean_response,nn,repeat,source_case,sweep,target_case
8,initial,0.22347220068970264,-0.13239254024473307,1,2,2,15,4
1,initial,0.35318233797490733,-0.3507362755951778,1,2,2,16,4
2,initial,0.351344396655911,-0.07038315809336565,1,2,2,16,4
3,initial,0.34139341587102473,-0.057677017881160544,1,2,2,16,4
4,initial,0.4117313250488179,0.2971271011138208,1,2,2,16,4
5,initial,0.2217472778342417,-0.015772988086849814,1,2,2,16,4
6,initial,0.35212541428037425,-0.22857637186290705,1,2,2,16,4
7,initial,0.31008161414085167,0.12562445660175942,1,2,2,16,4
8,initial,0.18297482885522431,-0.1012961237095763,1,2,2,16,4
1,initial,0.33110736737872914,-0.30300955074049013,1,2,2,17,4
2,initial,0.38293303362415493,-0.08359451811703834,1,2,2,17,4
3,initial,0.44138660691476267,-0.06151753974183508,1,2,2,17,4
4,initial,0.42678156883847157,0.29975371227799597,1,2,2,17,4
5,initial,0.17993718606674292,-0.024928781766825378,1,2,2,17,4
6,initial,0.3229041928149188,-0.14087881041467754,1,2,2,17,4
7,initial,0.2563494519494006,0.12134258230009211,1,2,2,17,4
8,initial,0.1985310337651322,-0.09638242194586677,1,2,2,17,4
1,initial,0.3676203275131314,-0.31109274589351443,1,2,2,18,4
2,initial,0.35750673572976727,-0.08430687023498169,1,2,2,18,4
3,initial,0.4660241423482462,-0.07890203504490956,1,2,2,18,4
4,initial,0.4293988284086449,0.3255019031968271,1,2,2,18,4
5,initial,0.1791675988272347,0.010206780193864826,1,2,2,18,4
6,initial,0.3342515262096374,-0.18845204681611932,1,2,2,18,4
7,initial,0.26965128541677763,0.02800536819236188,1,2,2,18,4
8,initial,0.18699273695576196,-0.11351290784233752,1,2,2,18,4
1,initial,0.3835669668793637,-0.3113325832261696,1,2,2,19,4
2,initial,0.3251916735486667,-0.09749245527256457,1,2,2,19,4
3,initial,0.4450450756210376,-0.05636214633323086,1,2,2,19,4
4,initial,0.39634355075172756,0.2962440608638756,1,2,2,19,4
5,initial,0.1446759946378206,-0.0025365077304832367,1,2,2,19,4
6,initial,0.36481099640501574,-0.17302844744268236,1,2,2,19,4
7,initial,0.2948918352149449,0.025504819083217077,1,2,2,19,4
8,initial,0.23327049062247082,-0.15454466767567318,1,2,2,19,4
1,initial,0.384645804303116,-0.318655232531155,1,2,2,20,4
2,initial,0.3559179578406747,-0.11894683078520499,1,2,2,20,4
3,initial,0.455968376080634,-0.06343880490455793,1,2,2,20,4
4,initial,0.40675369631314134,0.30470004883484214,1,2,2,20,4
5,initial,0.16835426608014314,0.04324090762916342,1,2,2,20,4
6,initial,0.38631833911846314,-0.1165486997638242,1,2,2,20,4
7,initial,0.28626588666371194,0.04308736592471714,1,2,2,20,4
8,initial,0.21634039859403337,-0.1533186594754811,1,2,2,20,4
1,initial,0.3947562213721907,-0.34790763197886143,1,2,2,21,4
2,initial,0.3708979814246193,-0.10793370051943763,1,2,2,21,4
3,initial,0.44049407197474516,-0.06157275849712952,1,2,2,21,4
4,initial,0.4112340127280831,0.31836625839420146,1,2,2,21,4
5,initial,0.18539379777123338,0.052978277712240986,1,2,2,21,4
6,initial,0.41059083104553773,-0.109274161958101,1,2,2,21,4
7,initial,0.26780002674173664,0.039997558091473415,1,2,2,21,4
8,initial,0.2868558338066174,-0.20742215311856485,1,2,2,21,4
1,initial,0.4237633208863694,-0.36033348906627694,1,2,2,22,4
2,initial,0.39065297759688533,-0.12431810211402475,1,2,2,22,4
3,initial,0.44504463429202634,-0.03364598933737219,1,2,2,22,4
4,initial,0.3636896040406861,0.2727816658121223,1,2,2,22,4
5,initial,0.21229341384752876,0.05710107472416674,1,2,2,22,4
6,initial,0.4588868547358449,-0.09469092838063803,1,2,2,22,4
7,initial,0.25571071217944213,0.04420379176567601,1,2,2,22,4
8,initial,0.2759519036475878,-0.18745211282616653,1,2,2,22,4
1,initial,0.4400980232721484,-0.3586896053017908,1,2,2,23,4
2,initial,0.4404779447065826,-0.11108641756148552,1,2,2,23,4
3,initial,0.45236209577156183,-0.02354414072713698,1,2,2,23,4
4,initial,0.38553839375749455,0.2806260549320801,1,2,2,23,4
5,initial,0.287613018133554,0.0012644146703618964,1,2,2,23,4
6,initial,0.4715599654268823,-0.07722099687486884,1,2,2,23,4
7,initial,0.24471140293732463,0.10421785662815825,1,2,2,23,4
8,initial,0.2635045980016652,-0.20507198266539245,1,2,2,23,4
1,initial,0.47623273984998993,-0.41243971033656046,1,2,2,24,4
2,initial,0.43669228062462573,-0.1478154844672214,1,2,2,24,4
3,initial,0.46337675727690036,-0.0619596721389591,1,2,2,24,4
4,initial,0.33767149754678255,0.2596927068155986,1,2,2,24,4
5,initial,0.2818425082415335,-0.02046993985726532,1,2,2,24,4
6,initial,0.5295343170127524,-0.13533949962432196,1,2,2,24,4
7,initial,0.2879286491989913,0.08544119453170368,1,2,2,24,4
8,initial,0.2754253809932587,-0.2243182839420422,1,2,2,24,4
1,initial,0.4850608929896736,-0.426458478282267,1,2,2,25,4
2,initial,0.4335246969564339,-0.18853653170081608,1,2,2,25,4
3,initial,0.4670094626869984,-0.051878851832312514,1,2,2,25,4
4,initial,0.3545261999004464,0.2675834289031922,1,2,2,25,4
5,initial,0.2825286319857855,-0.06852845378371973,1,2,2,25,4
6,initial,0.48709010045317186,-0.12316161438446359,1,2,2,25,4
7,initial,0.26033928541060225,0.06990799308525136,1,2,2,25,4
8,initial,0.28273507064250325,-0.2187072663755536,1,2,2,25,4
1,initial,0.0,0.0,1,1,3,0,1
2,initial,0.0,0.0,1,1,3,0,1
3,initial,0.0,0.0,1,1,3,0,1
4,initial,0.0,0.0,1,1,3,0,1
5,initial,0.0,0.0,1,1,3,0,1
6,initial,0.0,0.0,1,1,3,0,1
7,initial,0.0,0.0,1,1,3,0,1
8,initial,0.0,0.0,1,1,3,0,1
1,initial,0.10516422084791428,0.10371960457831385,1,1,3,1,1
2,initial,0.05559775861871027,-0.025943821607910818,1,1,3,1,1
3,initial,0.08534347781796611,0.048163840936612884,1,1,3,1,1
4,initial,0.08710741611611594,0.001370754085609209,1,1,3,1,1
5,initial,0.10634148784819501,0.0037560910442500407,1,1,3,1,1
6,initial,0.08284509275326418,-0.08284509275326418,1,1,3,1,1
7,initial,0.09987954277454872,0.025123900078055778,1,1,3,1,1
8,initial,0.062479200142200944,-0.04688900275545106,1,1,3,1,1
1,initial,0.09205806281819431,0.06488098991744351,1,1,3,2,1
2,initial,0.08479380342929875,-0.007553726087384298,1,1,3,2,1
3,initial,0.08320815025058201,-0.007907769231295287,1,1,3,2,1
4,initial,0.15136136294076133,-0.06185673505557876,1,1,3,2,1
5,initial,0.1833591742824503,-0.020335434360212484,1,1,3,2,1
6,initial,0.1229045348751242,-0.07659529402855819,1,1,3,2,1
7,initial,0.0821677967183847,0.013363005148647994,1,1,3,2,1
8,initial,0.09128278312730194,0.0005310897391572859,1,1,3,2,1
1,initial,0.16482593015140246,0.1628095418531846,1,1,3,3,1
2,initial,0.10910838046647943,-0.012285319276299472,1,1,3,3,1
3,initial,0.09545127068291372,0.007464534990867119,1,1,3,3,1
4,initial,0.1446954541417952,0.00601436625950718,1,1,3,3,1
5,initial,0.20069765028315414,0.03050900163809328,1,1,3,3,1
6,initial,0.11989245559097919,-0.10006757304182012,1,1,3,3,1
7,initial,0.1106968699264469,0.042841376961000856,1,1,3,3,1
8,initial,0.10454564427536013,0.019380052576940802,1,1,3,3,1
1,initial,0.17753182189329156,0.13834008351693722,1,1,3,4,1
2,initial,0.13896948769062523,-0.018280462814269247,1,1,3,4,1
3,initial,0.10727440245884749,-0.05235832405607395,1,1,3,4,1
4,initial,0.2238802697134219,0.053449796454034235,1,1,3,4,1
5,initial,0.23870651063025033,0.04499049329083994,1,1,3,4,1
6,initial,0.1576464672671087,-0.06313118831277154,1,1,3,4,1
7,initial,0.15959497764195896,0.017307254125593592,1,1,3,4,1
8,initial,0.12764236659464204,0.0023642476126777834,1,1,3,4,1
1,initial,0.18841468618463572,0.08824733182142858,1,1,3,5,1
2,initial,0.1535281545048851,-0.001752883090780269,1,1,3,5,1
3,initial,0.12669773257797812,-0.04791103565363339,1,1,3,5,1
4,initial,0.28677545219533707,0.025857965518626715,1,1,3,5,1
5,initial,0.23500621997443943,0.04233836806742464,1,1,3,5,1
6,initial,0.2208575394933445,-0.032950062716695934,1,1,3,5,1
7,initial,0.18627960814364852,0.07173276511547434,1,1,3,5,1
8,initial,0.18937019923182358,-0.06167514505565623,1,1,3,5,1
1,initial,0.20949816110673783,0.10936228076855228,1,1,3,6,1
2,initial,0.2174454900206774,-0.029913970332785297,1,1,3,6,1
3,initial,0.14988877843115428,-0.061867434187048626,1,1,3,6,1
4,initial,0.27617858331450307,0.04250270148611601,1,1,3,6,1
5,initial,0.25637168473524224,-0.023300733031099308,1,1,3,6,1
6,initial,0.15055628249739555,0.0483399693982388,1,1,3,6,1
7,initial,0.23387872493662903,0.008339578180361296,1,1,3,6,1
8,initial,0.18531387878715885,-0.1416903177726619,1,1,3,6,1
1,initial,0.23148187994947875,0.14653877317851416,1,1,3,7,1
2,initial,0.17465968417285002,-0.057921979020183006,1,1,3,7,1
3,initial,0.13410865044588774,-0.03669712368499084,1,1,3,7,1
4,initial,0.24255891329703486,0.07046888877402298,1,1,3,7,1
5,initial,0.26562976234384766,0.00290303405265821,1,1,3,7,1
6,initial,0.13488643999734679,0.08755266239487501,1,1,3,7,1
7,initial,0.22954907430159535,0.03917246429877883,1,1,3,7,1
8,initial,0.1584137493566026,-0.1071410485655164,1,1,3,7,1
1,initial,0.28110918272545937,0.19733716819468228,1,1,3,8,1
2,initial,0.18474293166388017,-0.056528257680791394,1,1,3,8,1
3,initial,0.15272138539346525,0.037041105048913794,1,1,3,8,1
4,initial,0.31364427267202527,0.15231188266442636,1,1,3,8,1
5,initial,0.26075037353757785,-0.004502784176045507,1,1,3,8,1
6,initial,0.15676295260962475,0.08666960321910573,1,1,3,8,1
7,initial,0.22194586734992344,0.03494895961790044,1,1,3,8,1
8,initial,0.1635299724883157,-0.136315214739457,1,1,3,8,1
1,initial,0.3090792346657214,0.24291144430041414,1,1,3,9,1
2,initial,0.1578143438325158,-0.01818194706133125,1,1,3,9,1
3,initial,0.1753729466462054,0.009232738107792744,1,1,3,9,1
4,initial,0.34822359864035696,0.13963861132479527,1,1,3,9,1
5,initial,0.28357298798555086,6.124157669737396e-5,1,1,3,9,1
6,initial,0.17130559644945545,0.1493311990253964,1,1,3,9,1
7,initial,0.1664448937773476,-0.008968096517092204,1,1,3,9,1
8,initial,0.15232289975792826,-0.08533219816926169,1,1,3,9,1
1,initial,0.2538769245775467,0.1745697591463734,1,1,3,10,1
2,initial,0.18143505331431553,0.006582408127573901,1,1,3,10,1
3,initial,0.1734281031257977,-0.011188767529046843,1,1,3,10,1
4,initial,0.3441703984313007,0.13218543211606934,1,1,3,10,1
5,initial,0.26772450279932136,-0.021094441391710808,1,1,3,10,1
6,initial,0.2329096021710335,0.17223698875005958,1,1,3,10,1
7,initial,0.16161206125724228,-0.007140075283936682,1,1,3,10,1
8,initial,0.16543310769212033,-0.08445452244040758,1,1,3,10,1
1,initial,0.2514007196129502,0.2415291202698511,1,1,3,11,1
2,initial,0.203351824512535,0.025792833688308467,1,1,3,11,1
3,initial,0.16037540498051406,-0.018377782100531384,1,1,3,11,1
4,initial,0.35718368046278887,0.11758614997259163,1,1,3,11,1
5,initial,0.3113750324387986,0.005072818762192038,1,1,3,11,1
6,initial,0.28120767108076306,0.19189280369214917,1,1,3,11,1
7,initial,0.25727639763795684,-0.018228651914209207,1,1,3,11,1
8,initial,0.19578319782844922,-0.13535004934937,1,1,3,11,1
1,initial,0.27454782496695873,0.24281154574146513,1,1,3,12,1
2,initial,0.20240388240484525,0.020471024698403235,1,1,3,12,1
3,initial,0.23073433852416583,0.06281332385543699,1,1,3,12,1
4,initial,0.35322730646276157,0.1439431298905043,1,1,3,12,1
5,initial,0.33276286651033693,-0.0006048150980020595,1,1,3,12,1
6,initial,0.33226608554737114,0.17699999093057142,1,1,3,12,1
7,initial,0.27131512697406485,-0.021219701438782337,1,1,3,12,1
8,initial,0.22969665882763013,-0.10940729223761692,1,1,3,12,1
1,initial,0.30498199342287236,0.21283126294853932,1,1,3,13,1
2,initial,0.20036891781397698,0.03712821061885914,1,1,3,13,1
3,initial,0.25376061627616203,0.05827687865958129,1,1,3,13,1
4,initial,0.3953529542012273,0.1817186868042422,1,1,3,13,1
5,initial,0.3488609308362699,-0.04555826747317153,1,1,3,13,1
6,initial,0.28604114959550164,0.07664007712668872,1,1,3,13,1
7,initial,0.3185082297653976,0.005859972348676586,1,1,3,13,1
8,initial,0.2508829870786355,-0.1131228173823702,1,1,3,13,1
1,initial,0.3317334890307933,0.2602111536186667,1,1,3,14,1
2,initial,0.18276707773940826,0.0027990993128962083,1,1,3,14,1
3,initial,0.2730149949545424,0.07244070455140048,1,1,3,14,1
4,initial,0.41520816054857485,0.1946963120910285,1,1,3,14,1
5,initial,0.3292403381175393,-0.0990518414321609,1,1,3,14,1
6,initial,0.28524346785809457,0.06669431393327391,1,1,3,14,1
7,initial,0.2988841018445475,-0.01811201093357192,1,1,3,14,1
8,initial,0.2637611225402865,-0.05314603945184607,1,1,3,14,1
1,initial,0.3359348210677894,0.26653506262489146,1,1,3,15,1
2,initial,0.17806099198266798,0.025433564743447094,1,1,3,15,1
3,initial,0.3288590467643423,0.11100176374642522,1,1,3,15,1
4,initial,0.45183521873504723,0.1975784841162498,1,1,3,15,1
5,initial,0.31544312853645756,-0.06479824678246805,1,1,3,15,1
6,initial,0.23836800070881037,0.019792173032884233,1,1,3,15,1
7,initial,0.2960420511181886,0.013924974984353647,1,1,3,15,1
8,initial,0.286229311723419,-0.11926666453792756,1,1,3,15,1
1,initial,0.32276316665322674,0.26923217230067853,1,1,3,16,1
2,initial,0.20317027082407302,-0.0009717550588781015,1,1,3,16,1
3,initial,0.2947304172251204,0.1356920261268748,1,1,3,16,1
4,initial,0.45719823533431697,0.19443183752869742,1,1,3,16,1
5,initial,0.3235405682956646,-0.036208878849080126,1,1,3,16,1
6,initial,0.2620592814586946,0.00466509860391795,1,1,3,16,1
7,initial,0.2700829485058368,0.025592020198418546,1,1,3,16,1
8,initial,0.3458281029945193,-0.1306688995250864,1,1,3,16,1
1,initial,0.2790650070312874,0.21666848915556303,1,1,3,17,1
2,initial,0.2524440357464025,0.04831209745479334,1,1,3,17,1
3,initial,0.27861759795708707,0.12847363895279282,1,1,3,17,1
4,initial,0.463228126298273,0.2035702344036331,1,1,3,17,1
5,initial,0.3271722042804196,-0.06239511234735838,1,1,3,17,1
6,initial,0.24583392698607442,0.00015954127023229403,1,1,3,17,1
7,initial,0.24075291828590556,-0.0327913843311522,1,1,3,17,1
8,initial,0.36419280333729154,-0.13552904035915467,1,1,3,17,1
1,initial,0.278798144375181,0.2641095926270155,1,1,3,18,1
2,initial,0.22221593634249348,0.06512373947688527,1,1,3,18,1
3,initial,0.27274301470040985,0.1397974497078499,1,1,3,18,1
4,initial,0.47920261515782586,0.23373559485241063,1,1,3,18,1
5,initial,0.307008116013286,-0.0496318910983294,1,1,3,18,1
6,initial,0.20425042167441082,0.03153076323889599,1,1,3,18,1
7,initial,0.20465296832585783,-0.06825133318307776,1,1,3,18,1
8,initial,0.32825177303994874,-0.11802665348828056,1,1,3,18,1
1,initial,0.2729403695866514,0.22918591422473528,1,1,3,19,1
2,initial,0.2552813794338187,0.1056859651489352,1,1,3,19,1
3,initial,0.2778875274793503,0.13775668674749264,1,1,3,19,1
4,initial,0.46499248048755937,0.20287769426025035,1,1,3,19,1
5,initial,0.3112848671135803,-0.04393215999879661,1,1,3,19,1
6,initial,0.19247920987806438,0.021663642759684923,1,1,3,19,1
7,initial,0.1842503145058119,-0.05795275805256107,1,1,3,19,1
8,initial,0.3316564482519035,-0.12370505303133515,1,1,3,19,1
1,initial,0.30309149505652055,0.27717244271977814,1,1,3,20,1
2,initial,0.2729978194714498,0.06705937279346777,1,1,3,20,1
3,initial,0.29728092377073767,0.16964424207366013,1,1,3,20,1
4,initial,0.41229849061091817,0.14923793134402874,1,1,3,20,1
5,initial,0.34808367906898663,-0.012968102761220068,1,1,3,20,1
6,initial,0.18240372395406237,0.0407728581306631,1,1,3,20,1
7,initial,0.18570703390454352,-0.010772457927425039,1,1,3,20,1
8,initial,0.3463489243025265,-0.14060098178358682,1,1,3,20,1
1,initial,0.36409712506241154,0.3575951248460817,1,1,3,21,1
2,initial,0.24511825596130807,0.024204044438721095,1,1,3,21,1
3,initial,0.2979915279129778,0.18242450575423136,1,1,3,21,1
4,initial,0.3913930977198277,0.11845277663143905,1,1,3,21,1
5,initial,0.35704861520357867,-0.023072389776270505,1,1,3,21,1
6,initial,0.20605913312890506,0.0780867863425024,1,1,3,21,1
7,initial,0.17100066910112013,0.029615620620637273,1,1,3,21,1
8,initial,0.39565341831568024,-0.20502480177210955,1,1,3,21,1
1,initial,0.3802275618160565,0.3671873415266334,1,1,3,22,1
2,initial,0.26478936132939784,0.00016338719869975205,1,1,3,22,1
3,initial,0.26524086537825675,0.12181135965410889,1,1,3,22,1
4,initial,0.35484731879737,0.11628926828138617,1,1,3,22,1
5,initial,0.36220764988416754,0.0334435901059154,1,1,3,22,1
6,initial,0.2214835208906174,0.02564241328222326,1,1,3,22,1
7,initial,0.16969588852903172,0.018165705201605056,1,1,3,22,1
8,initial,0.4250193083288235,-0.14770622627502777,1,1,3,22,1
1,initial,0.35032218711211205,0.33982229255678387,1,1,3,23,1
2,initial,0.26234317441884547,0.02901099894192105,1,1,3,23,1
3,initial,0.31483267771148943,0.11736535489192373,1,1,3,23,1
4,initial,0.41766309602144736,0.194500553541542,1,1,3,23,1
5,initial,0.4028728149155856,0.04629290710257722,1,1,3,23,1
6,initial,0.21614309323788222,-0.018897038751096194,1,1,3,23,1
7,initial,0.19531530455581503,-0.002377864413748411,1,1,3,23,1
8,initial,0.42669474721164713,-0.12729790834043955,1,1,3,23,1
1,initial,0.3697849554253467,0.35928690216790815,1,1,3,24,1
2,initial,0.30207066405624877,0.025314600415308308,1,1,3,24,1
3,initial,0.28003349038309755,0.11193828087863317,1,1,3,24,1
4,initial,0.40474771313118935,0.1576634039587954,1,1,3,24,1
5,initial,0.3977882145001368,0.02445545260371404,1,1,3,24,1
6,initial,0.21277186969442277,-0.018908131004563473,1,1,3,24,1
7,initial,0.2682751150844588,-0.01089189492940637,1,1,3,24,1
8,initial,0.3851602273334308,-0.0685726315204867,1,1,3,24,1
1,initial,0.33679377795866183,0.30352797351138117,1,1,3,25,1
2,initial,0.30728938059961686,0.03744118959020516,1,1,3,25,1
3,initial,0.24936157138265952,0.1154790249200825,1,1,3,25,1
4,initial,0.37297556806998866,0.168058630412055,1,1,3,25,1
5,initial,0.33848067012241256,0.06964475664163876,1,1,3,25,1
6,initial,0.2142538717045443,-0.046057538581443354,1,1,3,25,1
7,initial,0.24978767055982773,-0.028202200324669795,1,1,3,25,1
8,initial,0.3658825683357516,-0.05569022810929419,1,1,3,25,1
1,initial,0.0,0.0,1,2,3,0,1
2,initial,0.0,0.0,1,2,3,0,1
3,initial,0.0,0.0,1,2,3,0,1
4,initial,0.0,0.0,1,2,3,0,1
5,initial,0.0,0.0,1,2,3,0,1
6,initial,0.0,0.0,1,2,3,0,1
7,initial,0.0,0.0,1,2,3,0,1
8,initial,0.0,0.0,1,2,3,0,1
1,initial,0.04701646819143582,0.023216094938287093,1,2,3,1,1
2,initial,0.08541342113656025,-0.027155128184384786,1,2,3,1,1
3,initial,0.07322073226732029,0.03712972681324932,1,2,3,1,1
4,initial,0.05681116744817226,-0.033170587688594336,1,2,3,1,1
5,initial,0.05961796182848172,0.008937016545687938,1,2,3,1,1
6,initial,0.09236860130969896,0.013433327070494726,1,2,3,1,1
7,initial,0.11140806876827493,0.014539728025473993,1,2,3,1,1
8,initial,0.06643476693699928,0.06643476693699928,1,2,3,1,1
1,initial,0.10506476205147211,0.1039482237808276,1,2,3,2,1
2,initial,0.1449595434677282,-0.004520915574398567,1,2,3,2,1
3,initial,0.08800109557142642,0.008739092012458153,1,2,3,2,1
4,initial,0.060182472080459196,-0.0456968958570511,1,2,3,2,1
5,initial,0.1073188847083004,0.00430041925320062,1,2,3,2,1
6,initial,0.07271165977533357,0.016599528411038622,1,2,3,2,1
7,initial,0.15080692114172992,0.020179090353458877,1,2,3,2,1
8,initial,0.09825674313489724,0.014768491680670515,1,2,3,2,1
1,initial,0.2457602242520237,0.19031869825898934,1,2,3,3,1
2,initial,0.1623989088391148,0.019935938480523475,1,2,3,3,1
3,initial,0.1564968343193513,0.07631186760717955,1,2,3,3,1
4,initial,0.06815633398504674,-0.0012296153023383244,1,2,3,3,1
5,initial,0.1329886722280593,0.005779434788757087,1,2,3,3,1
6,initial,0.14144495255192263,0.01763600691337805,1,2,3,3,1
7,initial,0.13375389039414118,0.022304992405050725,1,2,3,3,1
8,initial,0.09410698568725673,-0.043391741735406775,1,2,3,3,1
1,initial,0.27668422611332927,0.21306216958179974,1,2,3,4,1
2,initial,0.16919319164980315,-0.007583782968774246,1,2,3,4,1
3,initial,0.16535415640342588,0.07342960141095786,1,2,3,4,1
4,initial,0.11453793166535566,0.024621439296645495,1,2,3,4,1
5,initial,0.15641949981015182,0.009153793231151668,1,2,3,4,1
6,initial,0.10804978063590472,0.02745853026636336,1,2,3,4,1
7,initial,0.14930299794079102,0.03635196895364692,1,2,3,4,1
8,initial,0.09218522714845985,-0.0017431466443183358,1,2,3,4,1
1,initial,0.30427253207394883,0.22400506220652625,1,2,3,5,1
2,initial,0.1665528046822681,0.046348048039347084,1,2,3,5,1
3,initial,0.14796401387031616,0.08913677163844587,1,2,3,5,1
4,initial,0.17733361198249814,0.0006802428195247234,1,2,3,5,1
5,initial,0.17590969254400005,0.0423878481544958,1,2,3,5,1
6,initial,0.11710652671612833,0.058822447991036975,1,2,3,5,1
7,initial,0.13151512322026396,0.05338985963605736,1,2,3,5,1
8,initial,0.08570071183443739,0.02496567747834008,1,2,3,5,1
1,initial,0.2882082267245558,0.2514994171280821,1,2,3,6,1
2,initial,0.1893927433208009,0.1252313779374306,1,2,3,6,1
3,initial,0.21732700179300635,0.1493342178008819,1,2,3,6,1
4,initial,0.2040262225692756,0.00801420986774723,1,2,3,6,1
5,initial,0.12938706790296084,0.05823165546676291,1,2,3,6,1
6,initial,0.14163140271089558,0.07680073475901819,1,2,3,6,1
7,initial,0.1958749431692205,0.03407349699218152,1,2,3,6,1
8,initial,0.14900043221305764,-0.011220748082165471,1,2,3,6,1
1,initial,0.24898855574725098,0.21312255762945953,1,2,3,7,1
2,initial,0.19939554786589828,0.13742159651041486,1,2,3,7,1
3,initial,0.20664899308032464,0.16417625970135818,1,2,3,7,1
4,initial,0.16779316720099383,0.006653533627837327,1,2,3,7,1
5,initial,0.14559257359991468,0.03497521222984464,1,2,3,7,1
6,initial,0.11778655112912567,0.0137982642148766,1,2,3,7,1
7,initial,0.16429994488957858,-0.012529968417386905,1,2,3,7,1
8,initial,0.1585455194553252,-0.0079138215933644,1,2,3,7,1
1,initial,0.28251443195407233,0.2197516822565228,1,2,3,8,1
2,initial,0.18591795975792125,0.1541348428957287,1,2,3,8,1
3,initial,0.19343375932476625,0.13378499549324882,1,2,3,8,1
4,initial,0.21388198825747534,-0.0035296052561775704,1,2,3,8,1
5,initial,0.22320243868422052,0.0600360236041033,1,2,3,8,1
6,initial,0.17898592161812124,0.01559504152957535,1,2,3,8,1
7,initial,0.16073517731474182,-0.030642640496252743,1,2,3,8,1
8,initial,0.17806664075091022,-0.07558064699825574,1,2,3,8,1
1,initial,0.34762208370831027,0.2831989772287668,1,2,3,9,1
2,initial,0.1445776735566983,0.10772662262276095,1,2,3,9,1
3,initial,0.19236938521407296,0.12005856003590323,1,2,3,9,1
4,initial,0.21351570929086827,0.009153042642879208,1,2,3,9,1
5,initial,0.23210921860329412,0.09612396251367533,1,2,3,9,1
6,initial,0.2104894911857394,0.0009542838080343757,1,2,3,9,1
7,initial,0.17251410860160024,-0.10738504699952559,1,2,3,9,1
8,initial,0.14772348671926017,-0.04068892604802994,1,2,3,9,1
1,initial,0.3329152657976162,0.31388514690197666,1,2,3,10,1
2,initial,0.10995672837978693,0.0855501617702139,1,2,3,10,1
3,initial,0.1617398423362903,0.04153103051318105,1,2,3,10,1
4,initial,0.20803184199203453,-0.032645524605228404,1,2,3,10,1
5,initial,0.2612134620184439,0.035782498478225414,1,2,3,10,1
6,initial,0.1985991042208447,0.0135377075263706,1,2,3,10,1
7,initial,0.2004400485994326,-0.10766132533193959,1,2,3,10,1
8,initial,0.14875231857663618,-0.02382015480020873,1,2,3,10,1
1,initial,0.38194034832678236,0.3226927265008369,1,2,3,11,1
2,initial,0.13539129932643287,0.11940990291038159,1,2,3,11,1
3,initial,0.1813533928279159,0.06714480347398825,1,2,3,11,1
4,initial,0.28755418009327516,-0.05449245295842861,1,2,3,11,1
5,initial,0.30973384290423805,0.01683279335309036,1,2,3,11,1
6,initial,0.2484206951400428,0.060737275806892276,1,2,3,11,1
7,initial,0.28202742779672635,-0.14735590057989637,1,2,3,11,1
8,initial,0.13520633520371783,0.006979678522561136,1,2,3,11,1
1,initial,0.4024082727975302,0.30551737228548737,1,2,3,12,1
2,initial,0.13341781071286118,0.09809661881805692,1,2,3,12,1
3,initial,0.18154785337580132,0.06660160815626927,1,2,3,12,1
4,initial,0.3074313954015899,-0.081033953087489,1,2,3,12,1
5,initial,0.3229065535821188,0.00878193781667793,1,2,3,12,1
6,initial,0.29663634800852595,0.08744684718985775,1,2,3,12,1
7,initial,0.2781266154470907,-0.18225555453304262,1,2,3,12,1
8,initial,0.176524576442667,0.006882173169487041,1,2,3,12,1
1,initial,0.40903636490293915,0.33610595419353845,1,2,3,13,1
2,initial,0.2055215460819701,0.11027941259577739,1,2,3,13,1
3,initial,0.23309299420188362,0.12226854638477963,1,2,3,13,1
4,initial,0.34279915583341275,-0.12624371993766956,1,2,3,13,1
5,initial,0.2851643698959904,-0.019075747740111428,1,2,3,13,1
6,initial,0.29775389302755734,0.07169792050858256,1,2,3,13,1
7,initial,0.32439548684342534,-0.17025952123638197,1,2,3,13,1
8,initial,0.1849460434085518,0.013414428431343425,1,2,3,13,1
1,initial,0.3558374779918928,0.2964365842022442,1,2,3,14,1
2,initial,0.30167281911355875,0.14442984105927537,1,2,3,14,1
3,initial,0.2491920489354572,0.11597486560964385,1,2,3,14,1
4,initial,0.3395127303595511,-0.11477027061853066,1,2,3,14,1
5,initial,0.2926595631924936,-0.0238051973081956,1,2,3,14,1
6,initial,0.28169936315412714,0.037037522229891505,1,2,3,14,1
7,initial,0.30868920455813276,-0.17591305010647226,1,2,3,14,1
8,initial,0.20286224312295104,-0.01454464378038682,1,2,3,14,1
1,initial,0.3137527223787008,0.29982286538345004,1,2,3,15,1
2,initial,0.34675663346616015,0.24628688206923116,1,2,3,15,1
3,initial,0.22723861279922214,0.11942419561609778,1,2,3,15,1
4,initial,0.28084341003323576,-0.06915584082970319,1,2,3,15,1
5,initial,0.3199354663171246,-0.018579454010599246,1,2,3,15,1
6,initial,0.3289825954446024,-0.03669832898987222,1,2,3,15,1
7,initial,0.2736431722732639,-0.16572493058430654,1,2,3,15,1
8,initial,0.16949966260412014,-0.013178600692692125,1,2,3,15,1
1,initial,0.3146214013018163,0.2948165041653956,1,2,3,16,1
2,initial,0.3506220904405448,0.21944470192053542,1,2,3,16,1
3,initial,0.2218304650975827,0.12841183798738762,1,2,3,16,1
4,initial,0.26667564355958784,-0.03867658659079426,1,2,3,16,1
5,initial,0.4384936365252077,-0.08028380773412719,1,2,3,16,1
