timestamp,workers,threads,hidden,batchsize,sweeps,relaxation,graph_states,graph_edges,total_seconds,summed_phase_seconds,relax_sum,setup_sum,capture_sum,gradient_sum,max_worker_relax,max_worker_gradient,free_relax,plus_relax,minus_relax,gradient
2026-05-21T22:59:11,1,32,784,64,250.0,206000,1608,1292032,27.7186797,27.649436899999998,27.4609813,0.0036118000000000005,0.00015949999999999992,0.18468429999999997,27.4609813,0.18468429999999997,9.159405299999998,9.159372,9.142204000000001,0.18468429999999997
2026-05-21T22:59:20,16,32,784,64,250.0,206000,1608,1292032,7.0497355,104.59473400000002,104.2497294,0.0196009,0.0006764999999999999,0.32472719999999994,8.1677397,0.024262999999999996,18.2283561,44.6819519,41.339421400000006,0.32472719999999994
2026-05-21T22:59:33,32,32,784,64,250.0,206000,1608,1292032,10.9529127,339.83240399999994,339.1893276999999,0.0526904,0.0022485,0.5881374,12.1910332,0.0259041,77.83881429999998,138.368228,122.98228539999997,0.5881374
