accuracy,epoch,grad_norm,mse
0.4921875,0,0.0,1.794073491430847
0.5859375,1,0.1847520512827903,1.5361584939911201
0.4765625,500,0.16650116400310924,1.6594154243769335
0.515625,1000,0.1325731652678479,1.7056027301566423
0.484375,1500,0.19413973311530364,1.7843583403350547
0.515625,2000,0.11718824681261239,1.6888296946488288
0.53125,2500,0.2032668729337282,1.5642382064836604
0.578125,3000,0.12426742631948993,1.5442858981499332
0.5703125,3500,0.225321715840872,1.554368592876789
0.5390625,4000,0.16883798313515996,1.6627149356347353
