beta,lr,temp,weight_decay,stepsize,project_output_bias_prior,adaptive,adaptive_w_norm,adaptive_w_input_norm,adaptive_gain,adaptive_max,status,best_epoch,best_test_accuracy,best_test_loss,final_epoch,final_test_accuracy,final_test_loss,outdir
0.005,0.0005,0.00005,0.001,0.5,true,false,2.0,3.0,0.001,0.004,done,1,0.102,28.640213,2,0.098,28.641207,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_lowbeta_grid_20260609\b0p005_lr0p0005_T0p00005_wd0p001_step0p5_priortrue_adaptivefalse
