timestamp,epoch,seconds,train_accuracy,train_loss,skipped,test_accuracy,test_loss,pred_counts,best_accuracy,best_path,final_path
2026-05-22T03:22:04,0,0.0,missing,missing,missing,0.3,39.0,3-0-0-1-3-0-0-1-1-1,0.3,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_traininternal_smoke\best_model.bin,
2026-05-22T03:22:07,1,2.0232146,0.0,38.4,0,0.1,34.8,3-1-0-2-2-1-0-0-1-0,0.3,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_traininternal_smoke\best_model.bin,ext/IsingLearning/experiments/mnist_manager/runs/20260522_local_paper_traininternal_smoke\final_model.bin
