timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,effective_w_decay,effective_w_input_decay,symmetry_error,grad_symmetry_error,best_accuracy,best_path,final_path
2026-06-09T18:27:36,0,0.0,0.064,74.85792,0.07,74.21885,52-167-86-60-88-54-85-224-85-99,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.07,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:29:07,1,82.8662941,0.381,18.39342,0.391,17.937227,131-140-117-15-508-9-45-11-11-13,1.298238,0.10573204,3.3456855,2.7545533,0.46555683,3.7445595,0.001,0.001,0.0,0.0,0.391,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:30:38,2,83.7707118,0.461,14.145376,0.482,13.777765,174-146-145-32-270-32-111-31-30-29,1.5256196,0.114146955,3.8621297,3.7368011,0.68134516,4.473479,0.001,0.001,0.0,0.0,0.482,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:32:12,3,85.7453873,0.387,17.823044,0.402,17.325855,118-175-65-14-499-18-79-11-8-13,1.7306954,0.12916964,4.239328,3.109734,0.56615615,3.8422663,0.001,0.001,0.0,0.0,0.482,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:33:38,4,79.9841394,0.444,15.890243,0.459,15.529814,135-362-90-21-187-23-108-23-22-29,1.905483,0.14383,4.6012692,2.6596224,0.4482494,3.1569817,0.001,0.001,0.0,0.0,0.482,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:35:09,5,83.3738156,0.471,14.397444,0.478,13.837453,162-168-171-27-243-25-128-33-16-27,2.0442028,0.14676431,4.8371444,2.3390627,0.3919657,2.9343133,0.001,0.001,0.0,0.0,0.482,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:36:40,6,84.55414,0.455,15.120776,0.471,14.803925,165-259-108-23-230-26-121-28-18-22,2.1673498,0.1552314,5.008459,1.9394723,0.36832568,2.963515,0.001,0.001,0.0,0.0,0.482,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:38:12,7,84.6071443,0.464,13.960242,0.477,13.775805,134-233-120-18-210-33-157-28-39-28,2.2935483,0.16812465,5.202961,1.6743276,0.299861,2.2706866,0.001,0.001,0.0,0.0,0.482,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:39:43,8,83.080173,0.47,13.793652,0.489,13.743121,147-194-124-30-256-32-134-32-24-27,2.439113,0.18397062,5.375837,0.54551435,0.10307266,0.83466357,0.001,0.001,0.0,0.0,0.489,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:41:09,9,79.9540542,0.456,15.305578,0.472,14.813829,119-160-146-24-350-22-129-9-22-19,2.587263,0.1917807,5.577441,1.0381855,0.14783849,0.7231921,0.001,0.001,0.0,0.0,0.489,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,
2026-06-09T18:42:36,10,79.7947262,0.339,19.726301,0.357,19.261122,113-101-75-10-641-4-36-6-7-7,2.7623084,0.19633791,5.7411094,3.780032,0.5015401,0.73182744,0.001,0.001,0.0,0.0,0.489,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\best_checkpoint.bin,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\equilibrium_stepsize_diagnostic_20260609\sweeps1000_step0p75_b0p1_T0p00005_wd0p001\final_checkpoint.bin
