accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.9105804087051979
0.5,1,1.663970873721443,1.8845267740375664
0.5546875,300,0.03339650190473442,1.0304230320118766
0.5625,600,0.47231026765579587,1.2082692924930063
0.6015625,900,0.2549115169531197,1.0701359531559538
0.5703125,1200,0.14750046155671892,1.0666657949575518
0.546875,1500,0.11103178827849954,1.0321754657902382
0.53125,1800,0.0751450952595852,1.0482961139714293
0.609375,2100,0.03256416961202834,0.9619117829640406
0.5859375,2400,0.0467530811699299,1.011191229508484
0.546875,2700,0.040687433605677684,1.1026540149325306
0.5234375,3000,0.0287260445972303,1.0072016649135525
