accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.9830940476952126
0.5,1,0.13613660455454346,1.9732392405488075
0.5,300,0.0904707888813904,1.9897931797832198
0.46875,600,0.10433636649379763,2.021431661120845
0.375,900,0.04464275551756139,2.048046419714222
0.4609375,1200,0.04330210692070887,1.9904917224251946
0.5390625,1500,0.036996635412328734,1.9579206166675591
0.4375,1800,0.02907073446992688,1.9910295128659676
0.5546875,2100,0.030616619322805332,1.9900385779879974
0.5546875,2400,0.03173677879355119,1.989099303522828
0.5078125,2700,0.04128780655147503,1.9902276296778603
0.5,3000,0.04340464835408874,1.961797420966951
