accuracy,epoch,grad_norm,mse
0.5703125,0,0.0,1.6542791069382228
0.546875,1,0.12072219735040567,1.6781180622872893
0.453125,500,0.10882793367785894,1.8153768235328926
0.5703125,1000,0.09783454090337189,1.410794557169964
0.5078125,1500,0.17139298334162203,1.7070389519211007
0.5078125,2000,0.07942789026123555,1.5982114818552953
0.53125,2500,0.09555109927574217,1.5308182896650622
0.5078125,3000,0.12601235505316355,1.809035981898967
0.5,3500,0.12202841883811189,1.7073956300577804
0.5234375,4000,0.12389136531378245,1.683601016947821
