timestamp,threads,workers,batch,sweeps,relaxation_steps,examples,chunks,chunk_size,set_seconds,chunk_seconds,clear_seconds,run_seconds,update_seconds,sync_seconds,total_seconds,run_seconds_per_example,total_seconds_per_example
2026-05-30T12:00:10,32,16,1,500.0,80000,128,16,8,1.0e-7,9.0e-7,0.0007125,1.6233658,0.0013066,0.0001157,1.6255016,0.0126825453125,0.01269923125
2026-05-30T12:00:12,32,16,2,500.0,80000,128,16,8,9.0e-7,1.4e-6,0.0007775,1.6257269,0.0013573,0.0001196,1.6279836000000003,0.01270099140625,0.012718621875000002
2026-05-30T12:00:14,32,16,3,500.0,80000,128,16,8,3.0e-7,1.3e-6,0.000489,1.6497636,0.0014479,0.0001183,1.6518204,0.012888778125,0.012904846875
2026-05-30T12:00:42,32,32,1,500.0,80000,128,32,4,2.0e-7,1.6e-6,0.001467,1.1142519,0.0010907,0.00029,1.1171014,0.00870509296875,0.0087273546875
2026-05-30T12:00:43,32,32,2,500.0,80000,128,32,4,3.0e-7,1.3e-6,0.0013413,1.1054802,0.001147,0.0001425,1.1081126,0.0086365640625,0.0086571296875
2026-05-30T12:00:44,32,32,3,500.0,80000,128,32,4,4.0e-7,2.2e-6,0.0013725,1.1252763,0.0013467,0.0001619,1.1281599999999998,0.00879122109375,0.008813749999999999
