accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.85534087205419
0.5,1,1.8700827739290475,1.8660645002079954
0.5,300,0.5989897030711272,1.8037314040529469
0.5,600,0.17170433232292573,1.882928818467454
0.5,900,0.17933173238416267,1.91174248246981
0.5,1200,0.2048883309678645,1.8945871007012816
0.5,1500,0.24596287867689515,1.935606481907691
0.5,1800,0.23171009427281292,1.8880498417956066
0.5,2100,0.2008057964175982,1.9323664347238478
0.5,2400,0.18467781128993288,1.9568746215316357
0.5,2700,0.17222200239474503,1.9111036563579076
0.5,3000,0.1769516368461693,1.9745212555553977
