accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.1867468318343385,-0.6693958794626017,-0.3876249599188989,0.1867468318343385,0.6018960256979875,1.3155634266461813,0.0,b3_lr0003_w02,0.40326641755694564,0.5237711962964684,0.5426797352895885,0.47917247052371914
0.5,1,0.19877067289039216,0.08926010871736789,-0.7055407900103347,-0.4242762614487023,0.08926010871736789,0.5625571982510005,1.3465753106633866,0.6226212469724185,b3_lr0003_w02,0.22537254176058022,0.42608715618891196,0.5667275080280125,0.45704861250771756
0.5,250,0.16520196928402278,0.42318702184610624,-0.75260130914926,-0.5293403256072076,0.42318702184610624,0.5696937872517285,1.2991849353166147,0.614617955790511,b3_lr0003_w02,0.17229127780485679,0.468103032363224,0.38132561883145194,0.40790489443924055
0.5,500,0.18592212817491202,0.28755535116215514,-0.5451567655091873,-0.4443569322551203,0.5163430470106429,0.28755535116215514,1.0461930365491843,0.604140885845571,b3_lr0003_w02,0.39321844524231053,0.49889325436554266,0.4326709419010705,0.6612518728886793
0.5,750,0.14710881250702632,0.253949215510046,-0.6621067219376092,-0.5609247509640517,0.5119525846734797,0.253949215510046,1.090309215054273,0.6720519753175156,b3_lr0003_w02,0.286992592681102,0.428700178436975,0.4385767715979666,0.5903045003424662
0.5,1000,0.10233806174557897,0.18821438588556327,-0.7355719636646825,-0.47437748090552834,0.6245817132884786,0.18821438588556327,0.9491258648560761,0.48640687758996537,b3_lr0003_w02,0.19185688731969994,0.541427896358312,0.3065653153606337,0.5391905173080542
0.5,1250,0.14840526201432158,0.2032667390394212,-0.6940955121073946,-0.2032667390394212,0.596264224642215,0.4175479998498808,0.9284683272933874,0.5700702266341521,b3_lr0003_w02,0.19038713542566704,0.6001211977649058,0.43760580573727803,0.4905648294388915
0.5,1500,0.1338309066877674,0.4422354597981973,-0.6786050754639599,-0.4422354597981973,0.6393940645736628,0.6073266580076436,1.224218361305892,0.4219973538130057,b3_lr0003_w02,0.24872810154568037,0.530784866569811,0.3064022796829129,0.29021775818533735
0.75,1750,0.17929087217318837,0.02554192773852393,-0.7058955678116635,0.02554192773852393,0.762087921308073,0.8006351189524066,1.0837387351051593,0.6236345646006977,b3_lr0003_w02,0.18547211768828867,0.756771300596521,0.19985793519816006,0.19424929732227342
0.75,2000,0.1766052531167675,0.23075770827043787,-0.7407900394671514,0.23075770827043787,0.7441829215427047,0.5180689656726222,0.7572248172983902,0.5169108609017119,b3_lr0003_w02,0.21034794086327044,0.6169230225032257,0.19790955163946158,0.5545624188862748
0.75,2250,0.15463333095033818,0.3386398660898733,-0.7043643650038446,0.3386398660898733,0.7569087144870582,0.61794237493827,0.8004071392796062,0.576875510844957,b3_lr0003_w02,0.19759449829355716,0.638313896040554,0.17121013772906904,0.2605117827295654
0.75,2500,0.158266827026032,0.4918311639699877,-0.7716910255164187,0.4918311639699877,0.784661196733874,0.7643567300500435,0.8674215062017028,0.6067772335228592,b3_lr0003_w02,0.20757137798129222,0.4350048027635008,0.16478089389826353,0.1568879058526131
