timestamp,workers,threads,len,rounds,inner_ops,scalar_updates,nominal_ops,total_seconds,updates_per_second,nominal_gops_per_second,checksum
2026-05-21T23:29:05,1,2,256,10,1,2560,10240,3.18e-5,8.050314465408805e7,0.3220125786163522,1253.012555484755
2026-05-21T23:29:06,2,2,256,10,1,5120,20480,0.1006393,50874.75767418891,0.00020349903069675565,2506.02511096951
2026-05-21T23:29:07,1,2,256,10,4,2560,40960,2.46e-5,1.040650406504065e8,1.6650406504065038,1253.025090919875
2026-05-21T23:29:07,2,2,256,10,4,5120,81920,0.1131523,45248.748810231875,0.00072397998096371,2506.05018183975
