accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.843680240155914
0.5,1,0.27444187665721476,1.8731280247479818
0.5,300,0.7160580364987663,1.875321062794421
0.5,600,0.10017436267299229,1.9365145446389567
0.5,900,0.0743799512517826,1.884001718150162
0.5,1200,0.1328982429912621,1.872351965890581
0.5,1500,0.1386568283233718,1.6277394589263112
0.5,1800,0.21851717998375403,1.5751373527935182
0.4609375,2100,0.30643607275114715,1.8087603515852635
0.4765625,2400,0.07393557705888126,1.8130019653341607
0.4765625,2700,0.30274002600919236,1.7846477121400486
0.4609375,3000,0.8378948385113205,1.7542744872395593
