config_id,stepsize,beta,mean_final_free_output_mse,mean_final_free_margin,mean_final_plus_loss_delta,mean_final_minus_loss_delta,mean_final_plusminus_target_dot,final_plus_improves_fraction,final_minus_worsens_fraction
1,0.05,0.1,22.044775247573853,0.692041426897049,-11.14548635482788,17.080325841903687,13.724464356899261,1.0,1.0
2,0.05,0.2,21.655545949935913,0.8267050720751286,-17.48724126815796,19.692555904388428,20.092085361480713,1.0,1.0
3,0.1,0.1,27.458939790725708,1.113813929259777,-14.888396501541138,13.290647506713867,15.723993718624115,1.0,1.0
4,0.1,0.2,28.810967564582825,1.0605530627071857,-25.10154891014099,12.778634905815125,24.51367211341858,1.0,1.0
