name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,gradient_mode,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale
4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.005_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,0.9842699998383275,0.609375,1200,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012314/01_4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.005_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.1,1.0,0.005,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.005_gmfree_plus_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.829861278430391,0.5,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012314/02_4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.005_gmfree_plus_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.1,1.0,0.005,free_plus,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.001_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.0520437384812664,0.578125,1500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012314/03_4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.001_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.1,1.0,0.001,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.001_gmfree_plus_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.8254168443392649,0.5,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012314/04_4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.001_gmfree_plus_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.1,1.0,0.001,free_plus,4,1000,1000,1,0.4,0.2,0.4,0.0
