accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8575406222713373
0.5,1,1.709565778184855,1.8797290600306025
0.5,500,2.4933917760195152,1.8746691522146823
0.5,1000,2.7232620652333,1.8629924247539413
0.5,1500,1.688670976275613,1.8687094421350139
0.5,2000,3.4718628041100006,1.8579410898000275
0.5,2500,1.5954485918955228,1.8674225239947413
0.5,3000,3.1387185748450626,1.8766246519079415
0.5,3500,1.8810296166877443,1.8756280372274177
0.5,4000,2.0787865044460965,1.8799708956143375
0.5,4500,1.7748919675321597,1.8951302651521702
0.5,5000,1.5898286053238817,1.8934262482113768
