accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.815319588039546
0.5,1,0.8752456976600298,1.7996365908286012
0.484375,300,0.0397061799638909,1.0919121811005121
0.484375,600,0.018421949664848752,1.0800566051139577
0.484375,900,0.045901053150254896,1.0896717025032998
0.46875,1200,0.018245631910240367,1.167092780657744
0.484375,1500,0.03160000427084433,1.0518348973825893
0.5234375,1800,0.037047870805717226,1.0152289523291274
0.3515625,2100,0.013816432695139469,1.0762897094299997
0.4609375,2400,0.027371707488257752,1.0181255639675437
0.5390625,2700,0.06820955522165627,1.0153618074289297
0.53125,3000,0.011491515323181826,1.003534917528863
