timestamp,hidden,output_replicas,sweeps,relaxation,trial,warmup,direct_prepare_seconds,direct_run_call_seconds,direct_wait_fetch_seconds,direct_run_wait_fetch_seconds,direct_internal_seconds,direct_close_seconds,manager_run_seconds,manager_internal_seconds,overhead_vs_direct_latency_seconds,overhead_vs_direct_latency_ratio,direct_external_minus_internal_seconds,manager_external_minus_internal_seconds
2026-05-20T14:26:41,7840,4,500.0,3940000,1,false,1.25e-5,2.0e-6,16.5516925,16.5516945,16.5516517,2.2e-6,16.9537788,16.953738,0.4020842999999985,1.0242926366240024,4.279999999923234e-5,4.079999999717643e-5
2026-05-20T14:27:15,7840,4,500.0,3940000,2,false,1.09e-5,1.5e-6,16.5265211,16.5265228,16.5264506,2.8e-6,17.2857027,17.2856526,0.759179900000003,1.0459370618482433,7.219999999819038e-5,5.010000000282844e-5
