timestamp,status,name,beta,lr,weight_decay,elapsed_seconds,best_accuracy,final_test_accuracy,final_test_loss,final_train_accuracy,final_train_loss,best_checkpoint,latest_checkpoint,final_checkpoint,outdir,error
2026-05-29T18:08:15,ok,beta5_lr0020_wd0_e40,5.0,0.0020000000949949026,0.0,21672.641,0.87847533632287,0.7752242152466368,5.8227606,0.759,6.0173283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0020_wd0_e40\best_checkpoint.bin,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0020_wd0_e40\latest_checkpoint.bin,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0020_wd0_e40\final_checkpoint.bin,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0020_wd0_e40,
2026-05-30T00:10:37,ok,beta5_lr0015_wd0_e40,5.0,0.001500000013038516,0.0,21742.291,0.8918161434977578,0.7380044843049327,7.9139557,0.75,8.128736,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\latest_checkpoint.bin,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\final_checkpoint.bin,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40,
