accuracy,epoch,grad_norm,mse
0.421875,0,0.0,1.984918905128122
0.46875,1,0.8737523526258776,1.8974750111862042
0.734375,1000,0.40161827583564885,0.9319257848527517
0.84375,2000,0.2950409644240687,0.6545425988609688
0.84375,3000,0.5978461285110591,0.5965760944299109
0.9375,4000,0.38315596836958915,0.2676877309760675
0.90625,5000,0.3751227972027227,0.3901663941971871
0.84375,6000,0.3793266368031301,0.6021234388978313
0.859375,7000,0.4241201463392612,0.5896519921471217
0.875,8000,0.26428412736534235,0.4303475527914807
