accuracy,epoch,grad_norm,mse
0.53125,0,0.0,1.9239630733726942
0.53125,1,0.47921497536695107,1.8615769266439846
0.5,250,0.024457160182978492,1.4178628773538282
0.46875,500,0.07361124574136627,1.3967331437480641
0.515625,750,0.03080530864664072,1.2949101993498815
0.609375,1000,0.03244520772106598,1.3423705780004673
0.453125,1250,0.025155569378700227,1.1565118782394037
0.625,1500,0.025916700669307267,1.0006722318149748
0.5,1750,0.02078915689357271,0.9952776311385457
0.453125,2000,0.03199043154598848,1.045155227052612
0.53125,2250,0.00810262077233515,1.1576047684715263
0.5,2500,0.016255461767906675,1.1739767480867067
