timestamp,workers,threads,hidden,batchsize,sweeps,order,relaxation,graph_states,graph_edges,total_seconds,summed_phase_seconds,relax_sum,setup_sum,capture_sum,gradient_sum,max_worker_relax,max_worker_gradient,free_relax,plus_relax,minus_relax,gradient
2026-05-21T23:01:22,1,32,784,64,250.0,cyclic,206000,1608,1292032,25.7509057,25.683199899999998,25.492142,0.0036061999999999995,0.00016469999999999994,0.1872869999999999,25.492142,0.1872869999999999,8.6256574,8.427056599999998,8.439428000000001,0.1872869999999999
2026-05-21T23:01:30,16,32,784,64,250.0,cyclic,206000,1608,1292032,5.0471512,76.75643960000002,76.4232424,0.0163335,0.0010596,0.3158040999999999,5.5744015,0.026333999999999996,13.841926,31.966922900000004,30.614393500000006,0.3158040999999999
2026-05-21T23:01:40,32,32,784,64,250.0,cyclic,206000,1608,1292032,8.8180488,273.780268,273.1209291,0.05460600000000001,0.00247,0.6022628999999999,10.1880555,0.027064400000000002,60.43252180000002,113.46909,99.21931729999999,0.6022628999999999
