timestamp,architecture,workers,threads,epochs,batchsize,sweeps,relaxation_steps,train_limit,validation_limit,elapsed_seconds,elapsed_minutes,checkpoint
2026-05-22T02:00:46,784-120-40,32,32,10,256,500.0,80000,4096,1000,762.8530918,12.714218196666668,runs/20260522_mnist_gradient_fix_4096x10\mnist_shared_training.bin
