best_accuracy,best_epoch,best_mse,beta,final_accuracy,final_mse,lr,name,nudged_temp_factor,outdir,stepsize,temp_fraction,weight_decay
1.0,500,0.6038831733260732,0.5,0.75,1.1219137380544248,0.0002,interlaced_b0p50_T0p010_eta1p0_lr20e4_wd5e3,1.3,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_split_input_interlaced_20260514_205857/interlaced_b0p50_T0p010_eta1p0_lr20e4_wd5e3,1.0,0.01,0.005
