timestamp,config_id,epoch,hidden,output_replicas,workers,train_limit,validation_limit,batchsize,free_sweeps,nudged_burnin_sweeps,nudged_interval_sweeps,nudged_samples,free_steps,burnin_steps,interval_steps,stepsize,beta,lr,target_scale,minit,temp,weight_scale,weight_decay,seconds,train_accuracy,train_mse,validation_accuracy,validation_mse,best_epoch,best_validation_mse,best_validation_accuracy,initial_graph_path,best_graph_path,final_graph_path
2026-05-20T02:31:23,1,0,120,4,2,8,8,4,1.0,1.0,1.0,1,160,160,160,0.05,0.1,0.001,0.2,1,0.001,0.005,0.0001,0.0,0.125,16.180452,0.125,13.669941,0,13.669940948486328,0.125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_smoke\checkpoints\config_1\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_smoke\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:31:26,1,1,120,4,2,8,8,4,1.0,1.0,1.0,1,160,160,160,0.05,0.1,0.001,0.2,1,0.001,0.005,0.0001,1.9928149,0.0,15.424419,0.0,15.365359,0,13.669940948486328,0.125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_smoke\checkpoints\config_1\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_smoke\checkpoints\config_1\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_smoke\checkpoints\config_1\final_graph.jld2
