fullsweeps,meanabs,frac_09,frac_099,frac_mid,dH_rms,residual_rms,energy,readout_abs
0,0.477854247855,0.1,0.01875,0.525,0.596268787639,0.482442839913,-0.63339255575,0.37565931794
100,0.55172643646,0.20625,0.0875,0.45625,0.611278788524,0.375646296428,-3.65597529182,0.355749116269
200,0.559237361078,0.2125,0.1,0.45625,0.612216202119,0.37245462146,-3.75861032592,0.355749116269
300,0.559689253239,0.2125,0.1,0.45625,0.612739744912,0.372322360048,-3.76781044491,0.354486637965
400,0.55988300261,0.21875,0.1,0.45625,0.613099932193,0.371960285317,-3.78867453463,0.355478066321
500,0.55988300261,0.21875,0.1,0.45625,0.613099932193,0.371960285317,-3.78867453463,0.355478066321
600,0.560332580793,0.21875,0.1,0.45625,0.613631045199,0.372083854322,-3.79728650504,0.35551000494
700,0.560332580793,0.21875,0.1,0.45625,0.613631045199,0.372083854322,-3.79728650504,0.35551000494
800,0.562164097453,0.21875,0.1,0.45625,0.615681361436,0.371009183698,-3.82982035737,0.356828410683
900,0.562616093468,0.225,0.1,0.45625,0.616291929795,0.37075793289,-3.83948735838,0.357049204641
1000,0.562616093468,0.225,0.1,0.45625,0.616291929795,0.37075793289,-3.83948735838,0.357049204641
1100,0.564614971072,0.225,0.1,0.45625,0.617700013894,0.367957167687,-3.87854937399,0.359963513162
1200,0.565172588834,0.21875,0.1,0.45625,0.618491961011,0.367391189105,-3.89501884035,0.359933584219
1300,0.565577739451,0.21875,0.1,0.45625,0.619024542686,0.367040212651,-3.90408624497,0.360571291605
1400,0.566048613822,0.21875,0.1,0.45625,0.619564989955,0.367016391173,-3.91285522808,0.359343429147
1500,0.566048613822,0.21875,0.1,0.45625,0.619564989955,0.367016391173,-3.91285522808,0.359343429147
1600,0.566048613822,0.21875,0.1,0.45625,0.619564989955,0.367016391173,-3.91285522808,0.359343429147
1700,0.566048613822,0.21875,0.1,0.45625,0.619564989955,0.367016391173,-3.91285522808,0.359343429147
1800,0.566048613822,0.21875,0.1,0.45625,0.619564989955,0.367016391173,-3.91285522808,0.359343429147
1900,0.566048613822,0.21875,0.1,0.45625,0.619564989955,0.367016391173,-3.91285522808,0.359343429147
2000,0.566048613822,0.21875,0.1,0.45625,0.619564989955,0.367016391173,-3.91285522808,0.359343429147
2100,0.567035265035,0.21875,0.1,0.45625,0.620487830617,0.365972712822,-3.92728800253,0.362280416677
2200,0.567035265035,0.21875,0.1,0.45625,0.620487830617,0.365972712822,-3.92728800253,0.362280416677
2300,0.567035265035,0.21875,0.1,0.45625,0.620487830617,0.365972712822,-3.92728800253,0.362280416677
2400,0.568044525994,0.21875,0.1,0.45625,0.621531065306,0.365052276759,-3.94251288081,0.365403783076
2500,0.568044525994,0.21875,0.1,0.45625,0.621531065306,0.365052276759,-3.94251288081,0.365403783076
2600,0.568044525994,0.21875,0.1,0.45625,0.621531065306,0.365052276759,-3.94251288081,0.365403783076
2700,0.568497399087,0.23125,0.1,0.45625,0.622107142401,0.365081508952,-3.9517758341,0.364037692163
2800,0.568672070817,0.23125,0.1,0.4625,0.622428112143,0.364813018713,-3.97083590308,0.364749471753
2900,0.568672070817,0.23125,0.1,0.4625,0.622428112143,0.364813018713,-3.97083590308,0.364749471753
3000,0.569166445885,0.23125,0.1,0.4625,0.622956294156,0.364906711925,-3.97973452465,0.363265583267
3100,0.569166445885,0.23125,0.1,0.4625,0.622956294156,0.364906711925,-3.97973452465,0.363265583267
3200,0.569166445885,0.23125,0.1,0.4625,0.622956294156,0.364906711925,-3.97973452465,0.363265583267
3300,0.570304393908,0.23125,0.1,0.4625,0.623478725381,0.363418325104,-4.00403284173,0.363265583267
3400,0.570304393908,0.23125,0.1,0.4625,0.623478725381,0.363418325104,-4.00403284173,0.363265583267
3500,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
3600,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
3700,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
3800,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
3900,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4000,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4100,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4200,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4300,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4400,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4500,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4600,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4700,0.571375699654,0.23125,0.1,0.45625,0.624509963627,0.362579683894,-4.01920738131,0.365899241007
4800,0.572388821674,0.23125,0.1,0.45,0.625633362104,0.361602159777,-4.03518326323,0.369292985413
4900,0.572388821674,0.23125,0.1,0.45,0.625633362104,0.361602159777,-4.03518326323,0.369292985413
5000,0.572388821674,0.23125,0.1,0.45,0.625633362104,0.361602159777,-4.03518326323,0.369292985413
