name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,validation_temp,stepsize,beta,lr,weight_decay,gradient_mode,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale,nudged_temp_factor,nudged_temp_floor_factor,nudged_temp_warm_fraction
4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.8_hs0.05_os0.8_ois0.0,1.0530968369419962,0.5078125,2400,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_170208/01_4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.8_hs0.05_os0.8_ois0.0,4,4,5,0.001,0.0002,0.1,1.0,0.005,0.001,symmetric,4,1000,1000,1,0.8,0.05,0.8,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.8_hs0.1_os0.8_ois0.0,1.9865684547792384,0.546875,900,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_170208/02_4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.8_hs0.1_os0.8_ois0.0,4,4,5,0.001,0.0002,0.1,1.0,0.005,0.001,symmetric,4,1000,1000,1,0.8,0.1,0.8,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is1.2_hs0.05_os1.2_ois0.0,1.491484449086825,0.5,600,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_170208/03_4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is1.2_hs0.05_os1.2_ois0.0,4,4,5,0.001,0.0002,0.1,1.0,0.005,0.001,symmetric,4,1000,1000,1,1.2,0.05,1.2,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b0.5_nTf1.0_nTfloor1.0_lr0.003_wd0.001_gmsymmetric_m4_f1000_n1000_is0.8_hs0.05_os0.8_ois0.0,1.989099303522828,0.5546875,2400,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_170208/04_4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b0.5_nTf1.0_nTfloor1.0_lr0.003_wd0.001_gmsymmetric_m4_f1000_n1000_is0.8_hs0.05_os0.8_ois0.0,4,4,5,0.001,0.0002,0.1,0.5,0.003,0.001,symmetric,4,1000,1000,1,0.8,0.05,0.8,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b0.5_nTf1.0_nTfloor1.0_lr0.003_wd0.001_gmsymmetric_m4_f1000_n1000_is1.2_hs0.05_os1.2_ois0.0,1.6867112351514189,0.625,600,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_170208/05_4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b0.5_nTf1.0_nTfloor1.0_lr0.003_wd0.001_gmsymmetric_m4_f1000_n1000_is1.2_hs0.05_os1.2_ois0.0,4,4,5,0.001,0.0002,0.1,0.5,0.003,0.001,symmetric,4,1000,1000,1,1.2,0.05,1.2,0.0,1.0,1.0,0.2
