timestamp,workers,threads,mode,batch,warmup_batches,hidden,output_replicas,batchsize,jobs,sweeps,relaxation,graph_states,graph_edges,run_seconds,run_cpu_threads,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm
2026-05-21T18:11:36,1,32,dynamic,1,0,784,4,64,64,250.0,206000,1608,1292032,27.9185268,NaN,1,3044.9678,3044.9678,3044.9678
2026-05-21T18:11:51,8,32,dynamic,1,0,784,4,64,64,250.0,206000,1608,1292032,8.5918587,NaN,8,706.1101,751.60925,800.1835
2026-05-21T18:12:04,16,32,dynamic,1,0,784,4,64,64,250.0,206000,1608,1292032,6.464238,NaN,16,445.92242,496.88452,550.2399
2026-05-21T18:12:22,32,32,dynamic,1,0,784,4,64,64,250.0,206000,1608,1292032,10.3218628,NaN,32,308.90186,351.39322,441.70502
