accuracy,epoch,grad_norm,mse
0.5625,0,0.0,1.458198546070529
0.53125,1,0.12294946590807118,1.6582777717087709
0.609375,1000,0.07641822999605169,1.5648326640254537
0.5625,2000,0.05841527222005231,1.2977385349015227
0.609375,3000,0.0973449398986945,1.2416368524637011
0.578125,4000,0.07953094911679243,1.0690310439078032
0.609375,5000,0.03194041792054919,1.089607149207687
0.609375,6000,0.05956691242620716,1.1078007208232714
0.671875,7000,0.032092790117347794,1.0611663140267362
0.65625,8000,0.05528996731132558,1.007983351417368
